NO_OF_FRAMES	8444
NO_OF_CAMERAS	8
NO_OF_MARKERS	1
FREQUENCY	150
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-01-10, 12:21:36.594	1963.39651480
DATA_INCLUDED	3D
MARKER_NAMES	marker
Frame	Time	marker X	marker Y	marker Z	
1487	9.90667	573.580	76.240	22.876
1488	9.91333	573.568	76.217	22.872
1489	9.92000	573.533	76.193	22.882
1490	9.92667	573.542	76.140	22.914
1491	9.93333	573.531	76.134	22.870
1492	9.94000	573.529	76.093	22.883
1493	9.94667	573.535	76.109	22.867
1494	9.95333	573.479	76.096	22.855
1495	9.96000	573.511	76.027	22.885
1496	9.96667	573.494	76.036	22.872
1497	9.97333	573.507	76.017	22.883
1498	9.98000	573.457	76.012	22.870
1499	9.98667	573.480	75.971	22.863
1500	9.99333	573.517	75.922	22.885
1501	10.00000	573.497	75.919	22.897
1502	10.00667	573.533	75.948	22.866
1503	10.01333	573.501	75.901	22.891
1504	10.02000	573.494	75.910	22.889
1505	10.02667	573.469	75.896	22.901
1506	10.03333	573.498	75.908	22.893
1507	10.04000	573.552	75.894	22.905
1508	10.04667	573.552	75.899	22.903
1509	10.05333	573.501	75.867	22.929
1510	10.06000	573.509	75.861	22.894
1511	10.06667	573.525	75.850	22.876
1512	10.07333	573.495	75.811	22.916
1513	10.08000	573.521	75.760	22.945
1514	10.08667	573.545	75.748	22.931
1515	10.09333	573.484	75.691	22.974
1516	10.10000	573.476	75.684	22.974
1517	10.10667	573.501	75.612	22.983
1518	10.11333	573.433	75.611	22.993
1519	10.12000	573.381	75.565	22.979
1520	10.12667	573.382	75.550	22.989
1521	10.13333	573.324	75.543	23.021
1522	10.14000	573.289	75.546	23.001
1523	10.14667	573.215	75.557	23.022
1524	10.15333	573.222	75.573	23.079
1525	10.16000	573.191	75.556	23.099
1526	10.16667	573.141	75.625	23.136
1527	10.17333	573.148	75.644	23.134
1528	10.18000	573.120	75.655	23.158
1529	10.18667	573.184	75.616	23.243
1530	10.19333	573.188	75.576	23.286
1531	10.20000	573.271	75.560	23.477
1532	10.20667	573.312	75.502	23.694
1533	10.21333	573.296	75.538	24.094
1534	10.22000	573.300	75.680	24.613
1535	10.22667	573.094	75.823	25.444
1536	10.23333	573.243	76.149	26.228
1537	10.24000	573.334	76.442	26.990
1538	10.24667	573.146	76.676	28.214
1539	10.25333	573.079	77.051	29.639
1540	10.26000	572.991	77.449	30.680
1541	10.26667	572.776	78.051	32.330
1542	10.27333	572.656	78.654	33.769
1543	10.28000	572.706	79.281	35.288
1544	10.28667	572.518	79.741	37.160
1545	10.29333	572.719	80.181	38.607
1546	10.30000	572.481	80.749	40.895
1547	10.30667	572.628	81.345	42.360
1548	10.31333	572.565	81.955	44.901
1549	10.32000	572.770	82.495	47.009
1550	10.32667	572.863	83.170	49.772
1551	10.33333	572.848	83.636	52.792
1552	10.34000	572.992	84.188	56.051
1553	10.34667	573.179	84.948	59.686
1554	10.35333	573.230	85.706	63.827
1555	10.36000	573.409	86.436	68.407
1556	10.36667	573.758	87.284	73.249
1557	10.37333	573.787	87.946	78.893
1558	10.38000	573.922	88.741	84.408
1559	10.38667	573.878	89.672	90.980
1560	10.39333	574.031	90.545	97.431
1561	10.40000	574.235	91.248	104.332
1562	10.40667	574.415	91.998	111.457
1563	10.41333	574.554	92.806	118.890
1564	10.42000	574.569	93.495	126.543
1565	10.42667	574.630	94.218	134.561
1566	10.43333	574.767	94.761	142.782
1567	10.44000	574.865	95.114	151.156
1568	10.44667	574.936	95.610	159.848
1569	10.45333	574.900	95.918	168.879
1570	10.46000	574.943	96.239	177.742
1571	10.46667	574.803	96.492	186.946
1572	10.47333	574.765	96.334	196.379
1573	10.48000	574.727	96.386	205.925
1574	10.48667	574.639	96.251	215.512
1575	10.49333	574.267	95.764	225.144
1576	10.50000	574.033	95.437	234.840
1577	10.50667	573.605	94.831	244.352
1578	10.51333	573.168	94.409	253.918
1579	10.52000	572.737	93.849	263.155
1580	10.52667	572.249	93.224	272.383
1581	10.53333	571.674	92.427	281.327
1582	10.54000	571.355	91.609	290.059
1583	10.54667	570.849	90.654	298.611
1584	10.55333	570.069	89.710	306.648
1585	10.56000	569.505	88.744	314.869
1586	10.56667	569.249	87.722	322.456
1587	10.57333	568.695	86.531	329.833
1588	10.58000	568.056	85.445	336.758
1589	10.58667	567.548	84.137	343.354
1590	10.59333	567.054	82.764	349.744
1591	10.60000	566.522	81.686	355.624
1592	10.60667	565.939	80.351	361.150
1593	10.61333	565.542	79.220	366.025
1594	10.62000	565.101	78.347	370.738
1595	10.62667	564.644	77.559	374.480
1596	10.63333	564.225	76.984	377.770
1597	10.64000	564.156	76.462	380.484
1598	10.64667	564.047	76.198	382.312
1599	10.65333	563.693	76.092	383.685
1600	10.66000	563.788	76.316	384.368
1601	10.66667	563.862	76.581	384.377
1602	10.67333	563.871	76.936	383.791
1603	10.68000	564.299	77.492	382.351
1604	10.68667	564.573	78.047	380.751
1605	10.69333	565.010	78.728	378.208
1606	10.70000	565.406	79.521	375.117
1607	10.70667	565.221	80.186	371.001
1608	10.71333	566.289	81.386	366.836
1609	10.72000	566.354	82.087	361.820
1610	10.72667	566.698	82.883	355.984
1611	10.73333	567.484	83.964	349.774
1612	10.74000	567.985	85.097	342.893
1613	10.74667	568.555	86.013	335.527
1614	10.75333	569.184	86.876	327.246
1615	10.76000	569.984	88.099	318.815
1616	10.76667	570.350	89.259	309.319
1617	10.77333	571.137	90.206	299.458
1618	10.78000	571.681	90.949	289.191
1619	10.78667	572.345	91.915	278.594
1620	10.79333	572.947	92.798	267.503
1621	10.80000	573.303	93.293	256.041
1622	10.80667	573.919	93.814	244.468
1623	10.81333	574.241	93.952	232.672
1624	10.82000	574.699	94.079	220.677
1625	10.82667	574.961	93.810	208.552
1626	10.83333	575.406	93.361	196.716
1627	10.84000	575.874	92.799	184.715
1628	10.84667	575.935	91.933	172.557
1629	10.85333	575.925	90.986	160.908
1630	10.86000	576.463	89.829	149.548
1631	10.86667	576.349	88.619	138.377
1632	10.87333	576.207	87.491	128.013
1633	10.88000	576.296	86.057	117.802
1634	10.88667	576.068	84.835	108.739
1635	10.89333	575.972	83.611	99.993
1636	10.90000	575.752	82.134	92.282
1637	10.90667	575.411	81.192	85.426
1638	10.91333	575.088	80.397	79.286
1639	10.92000	575.282	79.627	74.061
1640	10.92667	575.189	79.176	69.281
1641	10.93333	574.726	78.527	65.054
1642	10.94000	574.378	78.293	61.845
1643	10.94667	574.230	78.027	59.399
1644	10.95333	574.045	78.185	57.231
1645	10.96000	573.774	78.400	56.195
1646	10.96667	573.555	78.797	55.798
1647	10.97333	573.408	79.362	56.069
1648	10.98000	573.420	79.921	56.791
1649	10.98667	573.509	80.740	58.545
1650	10.99333	573.612	81.804	60.948
1651	11.00000	573.381	82.950	64.340
1652	11.00667	573.718	84.220	68.209
1653	11.01333	573.624	85.799	72.770
1654	11.02000	573.789	87.503	78.271
1655	11.02667	573.707	89.232	84.186
1656	11.03333	573.889	91.277	91.261
1657	11.04000	573.724	93.287	98.606
1658	11.04667	573.772	95.215	106.422
1659	11.05333	573.804	97.661	114.763
1660	11.06000	573.787	99.870	123.706
1661	11.06667	573.751	101.892	133.126
1662	11.07333	573.671	104.148	143.246
1663	11.08000	573.645	105.987	153.512
1664	11.08667	573.482	107.888	164.299
1665	11.09333	573.454	109.793	175.186
1666	11.10000	573.259	111.423	186.567
1667	11.10667	572.995	112.842	198.142
1668	11.11333	572.745	114.247	209.778
1669	11.12000	572.419	115.080	221.395
1670	11.12667	572.232	116.113	233.363
1671	11.13333	571.708	116.879	245.345
1672	11.14000	571.405	117.265	257.273
1673	11.14667	570.917	117.455	269.071
1674	11.15333	570.528	117.345	281.017
1675	11.16000	570.029	117.156	292.599
1676	11.16667	569.395	116.624	304.234
1677	11.17333	568.875	115.943	315.438
1678	11.18000	568.409	115.187	326.440
1679	11.18667	567.719	113.905	337.339
1680	11.19333	567.091	112.645	348.104
1681	11.20000	566.339	111.499	358.174
1682	11.20667	565.668	109.891	368.022
1683	11.21333	565.187	108.418	377.451
1684	11.22000	564.317	106.740	386.100
1685	11.22667	563.855	105.080	394.911
1686	11.23333	563.208	103.660	402.843
1687	11.24000	562.379	101.628	410.547
1688	11.24667	561.890	100.213	417.501
1689	11.25333	561.411	98.443	423.913
1690	11.26000	560.785	96.868	429.722
1691	11.26667	559.730	95.368	434.385
1692	11.27333	560.025	94.087	439.491
1693	11.28000	558.863	92.687	442.780
1694	11.28667	558.708	91.934	445.954
1695	11.29333	558.374	90.913	448.555
1696	11.30000	558.416	90.340	450.274
1697	11.30667	558.441	90.049	451.496
1698	11.31333	558.419	89.994	451.694
1699	11.32000	558.460	90.110	451.377
1700	11.32667	558.493	90.593	449.783
1701	11.33333	558.509	91.152	448.165
1702	11.34000	558.898	92.094	445.402
1703	11.34667	559.022	92.686	442.010
1704	11.35333	559.653	93.591	438.031
1705	11.36000	560.785	94.991	433.635
1706	11.36667	561.266	96.255	427.880
1707	11.37333	561.915	97.327	421.734
1708	11.38000	562.575	98.563	414.861
1709	11.38667	563.252	100.037	407.387
1710	11.39333	563.919	101.371	398.936
1711	11.40000	564.840	102.790	390.235
1712	11.40667	565.328	104.332	380.715
1713	11.41333	566.148	105.558	370.597
1714	11.42000	566.981	107.081	359.761
1715	11.42667	567.626	108.487	348.599
1716	11.43333	568.402	109.563	336.659
1717	11.44000	569.242	110.531	324.482
1718	11.44667	569.962	111.397	311.496
1719	11.45333	570.675	112.092	298.083
1720	11.46000	571.517	112.425	284.269
1721	11.46667	572.280	112.468	270.097
1722	11.47333	573.091	111.992	255.496
1723	11.48000	573.655	111.468	240.948
1724	11.48667	574.431	110.513	226.220
1725	11.49333	575.014	108.860	211.548
1726	11.50000	575.455	107.497	196.910
1727	11.50667	575.787	105.455	182.785
1728	11.51333	575.943	103.105	168.904
1729	11.52000	576.156	101.052	155.569
1730	11.52667	576.302	98.740	142.443
1731	11.53333	576.235	96.062	129.997
1732	11.54000	576.093	93.819	118.534
1733	11.54667	576.195	91.593	107.627
1734	11.55333	575.699	88.999	97.650
1735	11.56000	575.436	87.155	88.402
1736	11.56667	575.211	85.147	80.301
1737	11.57333	574.877	83.697	73.077
1738	11.58000	574.344	82.202	66.875
1739	11.58667	574.171	81.115	61.473
1740	11.59333	573.656	80.304	57.044
1741	11.60000	573.279	79.989	53.399
1742	11.60667	572.759	79.580	50.738
1743	11.61333	572.515	79.649	48.942
1744	11.62000	572.117	79.815	47.718
1745	11.62667	572.007	80.139	47.239
1746	11.63333	571.986	80.761	47.698
1747	11.64000	571.769	81.668	48.528
1748	11.64667	571.909	82.826	50.221
1749	11.65333	571.978	83.764	52.816
1750	11.66000	571.810	85.200	56.236
1751	11.66667	571.810	86.834	60.263
1752	11.67333	571.943	88.624	64.833
1753	11.68000	572.080	90.558	70.331
1754	11.68667	572.087	92.840	76.531
1755	11.69333	572.089	94.856	83.350
1756	11.70000	572.208	97.479	90.959
1757	11.70667	572.227	100.184	98.994
1758	11.71333	572.281	102.823	107.467
1759	11.72000	572.284	105.281	116.866
1760	11.72667	572.290	107.923	126.581
1761	11.73333	572.171	110.722	137.048
1762	11.74000	572.052	113.099	147.957
1763	11.74667	572.237	115.558	159.322
1764	11.75333	571.900	117.756	170.938
1765	11.76000	571.664	119.800	183.040
1766	11.76667	571.555	121.420	195.560
1767	11.77333	571.155	123.046	208.092
1768	11.78000	570.931	124.247	221.053
1769	11.78667	570.671	125.190	234.004
1770	11.79333	570.246	126.229	246.973
1771	11.80000	569.874	126.580	260.107
1772	11.80667	569.490	126.807	273.239
1773	11.81333	569.060	126.700	286.412
1774	11.82000	568.419	126.399	299.355
1775	11.82667	567.945	125.820	312.300
1776	11.83333	567.434	125.099	324.970
1777	11.84000	566.939	123.900	337.357
1778	11.84667	566.159	122.464	349.639
1779	11.85333	565.510	121.301	361.325
1780	11.86000	564.818	119.431	373.038
1781	11.86667	564.243	117.873	384.015
1782	11.87333	563.481	115.909	395.027
1783	11.88000	562.720	113.806	405.233
1784	11.88667	562.086	111.708	415.004
1785	11.89333	561.478	109.671	424.491
1786	11.90000	560.903	107.417	432.927
1787	11.90667	559.838	105.227	440.854
1788	11.91333	559.121	102.956	448.434
1789	11.92000	558.608	100.760	455.810
1790	11.92667	558.163	98.821	462.345
1791	11.93333	557.711	96.724	468.165
1792	11.94000	557.432	95.183	473.222
1793	11.94667	556.903	93.293	478.173
1794	11.95333	556.513	91.767	481.965
1795	11.96000	556.216	90.620	485.281
1796	11.96667	555.993	89.400	487.983
1797	11.97333	555.871	88.671	489.932
1798	11.98000	555.614	88.162	490.861
1799	11.98667	555.652	87.995	491.101
1800	11.99333	555.824	88.015	490.714
1801	12.00000	556.264	88.324	489.330
1802	12.00667	556.487	88.640	487.308
1803	12.01333	557.093	89.364	484.427
1804	12.02000	557.714	90.396	480.587
1805	12.02667	558.499	91.649	475.972
1806	12.03333	559.715	93.010	470.534
1807	12.04000	560.562	94.227	464.290
1808	12.04667	561.648	95.958	457.243
1809	12.05333	563.019	97.565	449.410
1810	12.06000	564.417	99.269	440.884
1811	12.06667	566.021	101.163	431.207
1812	12.07333	567.719	102.934	420.866
1813	12.08000	569.294	104.666	409.997
1814	12.08667	571.082	106.508	398.195
1815	12.09333	572.793	107.911	385.791
1816	12.10000	574.384	109.457	372.930
1817	12.10667	575.773	110.846	359.656
1818	12.11333	577.459	112.052	346.152
1819	12.12000	578.642	112.728	332.110
1820	12.12667	579.703	113.430	317.842
1821	12.13333	580.906	113.918	303.708
1822	12.14000	581.900	114.145	289.668
1823	12.14667	582.538	114.132	275.411
1824	12.15333	583.222	113.908	261.394
1825	12.16000	583.936	113.650	247.637
1826	12.16667	584.367	112.627	234.078
1827	12.17333	584.692	111.658	220.757
1828	12.18000	584.878	110.399	207.818
1829	12.18667	585.132	108.793	195.778
1830	12.19333	585.388	107.374	184.116
1831	12.20000	585.438	105.416	173.338
1832	12.20667	585.068	103.464	163.046
1833	12.21333	585.160	101.675	153.448
1834	12.22000	584.822	99.641	144.969
1835	12.22667	584.397	97.691	137.143
1836	12.23333	584.191	96.045	129.957
1837	12.24000	583.674	94.036	123.168
1838	12.24667	583.557	92.536	117.876
1839	12.25333	583.006	90.864	112.167
1840	12.26000	582.573	89.568	106.925
1841	12.26667	582.135	87.895	102.402
1842	12.27333	581.311	86.388	98.053
1843	12.28000	580.898	85.099	93.916
1844	12.28667	580.513	83.432	90.066
1845	12.29333	580.094	82.255	86.470
1846	12.30000	579.622	81.077	83.286
1847	12.30667	579.008	79.618	80.465
1848	12.31333	578.553	78.463	77.589
1849	12.32000	578.059	77.676	75.056
1850	12.32667	577.561	76.638	72.803
1851	12.33333	577.188	75.790	70.931
1852	12.34000	576.737	75.018	68.990
1853	12.34667	576.010	74.390	67.556
1854	12.35333	575.579	73.944	65.980
1855	12.36000	575.162	73.535	64.511
1856	12.36667	574.583	73.196	63.706
1857	12.37333	574.098	72.832	62.810
1858	12.38000	573.711	72.498	62.071
1859	12.38667	573.491	72.297	61.284
1860	12.39333	573.102	71.970	60.702
1861	12.40000	572.562	71.768	60.147
1862	12.40667	572.170	71.598	59.886
1863	12.41333	571.833	71.513	59.689
1864	12.42000	571.481	71.462	59.557
1865	12.42667	571.170	71.473	59.501
1866	12.43333	570.883	71.525	59.489
1867	12.44000	570.608	71.589	59.493
1868	12.44667	570.357	71.647	59.583
1869	12.45333	570.044	71.741	59.639
1870	12.46000	569.698	71.746	59.885
1871	12.46667	569.504	71.835	59.912
1872	12.47333	569.345	71.915	60.034
1873	12.48000	569.195	71.926	60.082
1874	12.48667	569.071	71.957	60.154
1875	12.49333	568.993	71.933	60.231
1876	12.50000	568.983	71.881	60.297
1877	12.50667	569.013	71.785	60.391
1878	12.51333	569.082	71.676	60.487
1879	12.52000	569.182	71.529	60.582
1880	12.52667	569.301	71.375	60.649
1881	12.53333	569.460	71.229	60.741
1882	12.54000	569.635	71.041	60.778
1883	12.54667	569.899	70.876	60.833
1884	12.55333	570.166	70.684	60.903
1885	12.56000	570.468	70.446	60.901
1886	12.56667	570.746	70.258	60.889
1887	12.57333	571.020	70.099	60.826
1888	12.58000	571.268	69.859	60.847
1889	12.58667	571.544	69.720	60.855
1890	12.59333	571.959	69.529	60.751
1891	12.60000	572.334	69.357	60.679
1892	12.60667	572.799	69.153	60.650
1893	12.61333	573.345	68.923	60.667
1894	12.62000	573.768	68.559	60.578
1895	12.62667	574.243	68.207	60.511
1896	12.63333	574.760	67.912	60.495
1897	12.64000	575.315	67.585	60.281
1898	12.64667	575.902	67.373	60.269
1899	12.65333	576.517	67.228	60.254
1900	12.66000	576.919	66.965	60.236
1901	12.66667	577.404	66.765	60.210
1902	12.67333	577.943	66.475	60.185
1903	12.68000	578.617	66.161	60.246
1904	12.68667	579.319	65.916	60.304
1905	12.69333	579.911	65.775	60.348
1906	12.70000	580.548	65.648	60.338
1907	12.70667	581.188	65.529	60.354
1908	12.71333	581.950	65.327	60.392
1909	12.72000	582.789	65.228	60.453
1910	12.72667	583.449	65.135	60.501
1911	12.73333	584.273	64.955	60.651
1912	12.74000	585.212	64.841	60.683
1913	12.74667	586.119	64.618	60.736
1914	12.75333	587.031	64.588	60.918
1915	12.76000	587.849	64.525	61.068
1916	12.76667	588.715	64.560	61.208
1917	12.77333	589.606	64.540	61.338
1918	12.78000	590.467	64.485	61.491
1919	12.78667	591.729	64.502	61.469
1920	12.79333	592.837	64.514	61.516
1921	12.80000	593.786	64.482	61.604
1922	12.80667	595.187	64.623	61.728
1923	12.81333	596.308	64.592	61.915
1924	12.82000	597.513	64.630	62.126
1925	12.82667	598.718	64.723	62.269
1926	12.83333	599.821	64.865	62.445
1927	12.84000	601.211	65.064	62.339
1928	12.84667	602.531	65.215	62.287
1929	12.85333	604.121	65.518	62.359
1930	12.86000	605.362	65.740	62.577
1931	12.86667	606.791	65.821	62.690
1932	12.87333	608.359	66.028	62.678
1933	12.88000	610.011	66.223	62.737
1934	12.88667	611.546	66.357	62.673
1935	12.89333	613.277	66.555	62.808
1936	12.90000	614.913	66.738	63.048
1937	12.90667	616.442	66.958	63.392
1938	12.91333	618.374	67.177	63.477
1939	12.92000	620.154	67.351	63.486
1940	12.92667	621.956	67.534	63.712
1941	12.93333	623.964	67.560	64.130
1942	12.94000	625.838	67.617	64.494
1943	12.94667	627.807	67.872	64.615
1944	12.95333	629.951	68.113	64.692
1945	12.96000	631.816	68.274	64.795
1946	12.96667	633.927	68.692	65.309
1947	12.97333	636.119	69.047	65.444
1948	12.98000	638.303	69.294	65.464
1949	12.98667	640.405	69.636	65.704
1950	12.99333	642.819	69.768	66.206
1951	13.00000	645.080	70.035	66.604
1952	13.00667	647.394	70.368	66.825
1953	13.01333	649.878	70.806	67.126
1954	13.02000	652.031	71.117	67.415
1955	13.02667	654.379	71.368	67.877
1956	13.03333	656.989	71.567	68.187
1957	13.04000	659.561	71.996	68.502
1958	13.04667	662.097	72.219	68.752
1959	13.05333	664.564	72.667	69.298
1960	13.06000	667.178	73.092	69.592
1961	13.06667	669.794	73.447	69.666
1962	13.07333	672.341	73.797	70.105
1963	13.08000	675.078	73.919	70.582
1964	13.08667	677.972	74.263	70.780
1965	13.09333	680.632	74.548	70.972
1966	13.10000	683.353	75.075	71.497
1967	13.10667	686.167	75.342	71.534
1968	13.11333	689.044	75.664	71.701
1969	13.12000	691.886	75.797	72.229
1970	13.12667	694.781	76.130	72.455
1971	13.13333	697.700	76.539	72.574
1972	13.14000	700.498	76.908	73.190
1973	13.14667	703.544	77.160	73.390
1974	13.15333	706.534	77.356	73.489
1975	13.16000	709.520	77.688	74.098
1976	13.16667	712.478	78.016	74.200
1977	13.17333	715.566	78.258	74.289
1978	13.18000	718.639	78.378	74.747
1979	13.18667	721.816	78.558	74.956
1980	13.19333	724.864	78.795	75.002
1981	13.20000	728.110	78.882	75.143
1982	13.20667	731.419	79.015	75.174
1983	13.21333	734.503	79.223	75.452
1984	13.22000	737.738	79.546	75.337
1985	13.22667	740.840	79.528	75.552
1986	13.23333	744.320	79.781	75.806
1987	13.24000	747.461	79.926	75.770
1988	13.24667	750.693	80.076	76.146
1989	13.25333	754.091	80.085	76.277
1990	13.26000	757.206	80.156	76.515
1991	13.26667	760.485	80.341	76.522
1992	13.27333	763.832	80.287	76.551
1993	13.28000	767.220	80.303	76.770
1994	13.28667	770.703	80.536	76.757
1995	13.29333	774.028	80.285	76.839
1996	13.30000	777.564	80.380	76.618
1997	13.30667	780.666	80.201	76.630
1998	13.31333	784.516	80.089	76.457
1999	13.32000	787.910	80.149	76.633
2000	13.32667	791.324	80.039	76.523
2001	13.33333	794.764	79.824	76.676
2002	13.34000	798.258	79.754	76.603
2003	13.34667	801.833	79.448	76.917
2004	13.35333	805.196	79.414	76.854
2005	13.36000	808.797	79.206	77.082
2006	13.36667	812.410	79.053	77.094
2007	13.37333	815.998	79.028	77.241
2008	13.38000	819.163	78.518	76.916
2009	13.38667	823.220	78.805	77.354
2010	13.39333	826.858	78.446	77.277
2011	13.40000	830.445	78.351	77.357
2012	13.40667	834.167	78.296	77.231
2013	13.41333	837.976	78.118	77.485
2014	13.42000	841.656	78.259	77.468
2015	13.42667	845.166	77.834	77.252
2016	13.43333	848.895	77.935	77.304
2017	13.44000	852.671	77.696	77.528
2018	13.44667	856.811	77.832	77.862
2019	13.45333	860.594	77.666	77.966
2020	13.46000	864.592	77.557	78.171
2021	13.46667	868.676	77.814	78.500
2022	13.47333	872.810	77.748	78.623
2023	13.48000	876.882	78.004	78.830
2024	13.48667	881.257	78.012	79.051
2025	13.49333	885.304	78.065	79.247
2026	13.50000	889.481	78.173	79.417
2027	13.50667	893.942	78.250	79.773
2028	13.51333	898.085	78.604	79.819
2029	13.52000	902.533	78.651	80.062
2030	13.52667	906.968	78.958	80.279
2031	13.53333	911.180	79.012	80.380
2032	13.54000	915.884	79.164	80.951
2033	13.54667	920.497	79.300	81.210
2034	13.55333	924.985	79.332	81.347
2035	13.56000	929.614	79.520	81.598
2036	13.56667	934.325	79.460	81.809
2037	13.57333	939.185	79.619	81.755
2038	13.58000	943.941	79.552	81.944
2039	13.58667	948.629	79.526	82.019
2040	13.59333	953.601	79.575	82.019
2041	13.60000	958.569	79.508	82.246
2042	13.60667	963.124	79.484	82.172
2043	13.61333	967.957	79.249	82.339
2044	13.62000	972.921	79.362	82.401
2045	13.62667	977.862	79.036	82.479
2046	13.63333	982.555	78.985	82.463
2047	13.64000	987.535	78.978	82.596
2048	13.64667	992.181	78.784	82.450
2049	13.65333	996.814	78.738	82.431
2050	13.66000	1001.654	78.594	82.437
2051	13.66667	1006.452	78.637	82.538
2052	13.67333	1010.897	78.331	82.378
2053	13.68000	1015.458	78.247	82.306
2054	13.68667	1020.111	78.098	82.228
2055	13.69333	1024.620	77.958	81.947
2056	13.70000	1028.884	77.877	81.778
2057	13.70667	1033.393	77.638	81.585
2058	13.71333	1037.557	77.590	81.171
2059	13.72000	1041.689	77.526	80.925
2060	13.72667	1045.962	77.641	80.769
2061	13.73333	1049.922	77.611	80.529
2062	13.74000	1053.949	77.761	80.115
2063	13.74667	1057.665	77.909	79.474
2064	13.75333	1061.556	78.029	79.066
2065	13.76000	1065.035	78.287	78.333
2066	13.76667	1068.597	78.295	77.818
2067	13.77333	1072.109	78.502	77.347
2068	13.78000	1075.218	78.584	76.692
2069	13.78667	1078.732	78.674	76.440
2070	13.79333	1081.927	78.706	76.130
2071	13.80000	1084.906	78.807	75.685
2072	13.80667	1087.799	78.867	75.339
2073	13.81333	1090.584	78.857	75.040
2074	13.82000	1093.339	79.047	74.480
2075	13.82667	1095.894	79.235	74.064
2076	13.83333	1098.347	79.444	73.602
2077	13.84000	1100.710	79.620	73.161
2078	13.84667	1103.053	79.842	72.462
2079	13.85333	1105.283	80.019	72.049
2080	13.86000	1107.448	80.214	71.583
2081	13.86667	1109.575	80.385	71.047
2082	13.87333	1111.449	80.479	70.542
2083	13.88000	1113.130	80.538	70.313
2084	13.88667	1115.043	80.823	69.967
2085	13.89333	1116.770	81.041	69.892
2086	13.90000	1118.291	81.235	69.659
2087	13.90667	1119.907	81.498	69.607
2088	13.91333	1121.465	81.760	69.559
2089	13.92000	1122.828	81.993	69.333
2090	13.92667	1124.071	82.386	69.191
2091	13.93333	1125.356	82.611	69.051
2092	13.94000	1126.481	82.749	68.881
2093	13.94667	1127.688	83.075	68.967
2094	13.95333	1128.545	83.238	68.793
2095	13.96000	1129.946	83.667	68.765
2096	13.96667	1130.846	83.900	68.695
2097	13.97333	1131.880	84.224	68.877
2098	13.98000	1132.780	84.495	68.964
2099	13.98667	1133.429	84.592	68.870
2100	13.99333	1134.370	84.843	68.892
2101	14.00000	1135.235	85.061	68.845
2102	14.00667	1135.845	85.209	68.857
2103	14.01333	1136.534	85.444	68.898
2104	14.02000	1137.489	85.907	69.199
2105	14.02667	1138.093	86.189	69.299
2106	14.03333	1138.624	86.397	69.335
2107	14.04000	1139.252	86.669	69.364
2108	14.04667	1139.875	86.846	69.416
2109	14.05333	1140.463	87.114	69.348
2110	14.06000	1140.881	87.312	69.214
2111	14.06667	1141.437	87.572	69.104
2112	14.07333	1141.904	87.767	68.980
2113	14.08000	1142.457	87.914	69.004
2114	14.08667	1143.007	88.203	69.165
2115	14.09333	1143.345	88.372	69.180
2116	14.10000	1143.692	88.496	69.234
2117	14.10667	1144.058	88.637	69.266
2118	14.11333	1144.512	88.814	69.426
2119	14.12000	1144.880	88.939	69.472
2120	14.12667	1145.199	89.060	69.467
2121	14.13333	1145.475	89.163	69.435
2122	14.14000	1145.703	89.255	69.473
2123	14.14667	1145.996	89.359	69.325
2124	14.15333	1146.214	89.382	69.339
2125	14.16000	1146.422	89.420	69.384
2126	14.16667	1146.708	89.480	69.281
2127	14.17333	1146.996	89.492	69.293
2128	14.18000	1147.243	89.526	69.315
2129	14.18667	1147.483	89.571	69.363
2130	14.19333	1147.842	89.659	69.423
2131	14.20000	1148.021	89.679	69.512
2132	14.20667	1148.217	89.786	69.543
2133	14.21333	1148.416	89.863	69.632
2134	14.22000	1148.643	89.929	69.778
2135	14.22667	1148.810	89.998	69.932
2136	14.23333	1149.024	90.088	70.085
2137	14.24000	1149.234	90.179	70.282
2138	14.24667	1149.436	90.305	70.441
2139	14.25333	1149.634	90.325	70.606
2140	14.26000	1149.845	90.405	70.755
2141	14.26667	1150.014	90.461	70.896
2142	14.27333	1150.160	90.519	70.994
2143	14.28000	1150.327	90.537	71.161
2144	14.28667	1150.434	90.664	71.281
2145	14.29333	1150.612	90.784	71.443
2146	14.30000	1150.848	90.937	71.707
2147	14.30667	1151.044	91.041	72.010
2148	14.31333	1151.203	91.207	72.465
2149	14.32000	1151.325	91.302	72.621
2150	14.32667	1151.364	91.280	72.977
2151	14.33333	1151.411	91.378	73.272
2152	14.34000	1151.597	91.468	73.633
2153	14.34667	1151.665	91.524	73.886
2154	14.35333	1151.748	91.557	74.156
2155	14.36000	1151.908	91.639	74.445
2156	14.36667	1152.055	91.679	74.757
2157	14.37333	1152.260	91.749	74.988
2158	14.38000	1152.288	91.806	75.157
2159	14.38667	1152.370	91.839	75.354
2160	14.39333	1152.409	91.869	75.532
2161	14.40000	1152.458	91.976	75.685
2162	14.40667	1152.457	92.032	75.887
2163	14.41333	1152.489	92.138	76.111
2164	14.42000	1152.508	92.246	76.257
2165	14.42667	1152.562	92.379	76.484
2166	14.43333	1152.607	92.537	76.876
2167	14.44000	1152.639	92.744	77.059
2168	14.44667	1152.653	92.817	77.511
2169	14.45333	1152.669	92.875	77.727
2170	14.46000	1152.675	92.987	77.963
2171	14.46667	1152.669	93.039	78.138
