NO_OF_FRAMES	8444
NO_OF_CAMERAS	8
NO_OF_MARKERS	1
FREQUENCY	150
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-01-10, 12:21:36.594	1963.39651480
DATA_INCLUDED	3D
MARKER_NAMES	marker
Frame	Time	marker X	marker Y	marker Z	
4739	31.58667	465.931	526.871	66.416
4740	31.59333	465.740	526.922	66.404
4741	31.60000	465.606	526.922	66.330
4742	31.60667	465.576	526.981	66.306
4743	31.61333	465.491	527.086	66.258
4744	31.62000	465.461	527.171	66.237
4745	31.62667	465.449	527.263	66.222
4746	31.63333	465.540	527.466	66.206
4747	31.64000	465.542	527.514	66.248
4748	31.64667	465.691	527.705	66.300
4749	31.65333	465.857	527.857	66.341
4750	31.66000	465.982	528.021	66.383
4751	31.66667	466.243	528.183	66.428
4752	31.67333	466.494	528.348	66.513
4753	31.68000	466.721	528.569	66.463
4754	31.68667	466.911	528.820	66.444
4755	31.69333	467.174	529.073	66.451
4756	31.70000	467.426	529.224	66.403
4757	31.70667	467.623	529.388	66.385
4758	31.71333	467.816	529.483	66.376
4759	31.72000	467.991	529.599	66.353
4760	31.72667	468.131	529.668	66.363
4761	31.73333	468.301	529.773	66.436
4762	31.74000	468.414	529.833	66.444
4763	31.74667	468.579	529.918	66.474
4764	31.75333	468.739	529.962	66.486
4765	31.76000	468.854	530.013	66.557
4766	31.76667	469.037	530.154	66.501
4767	31.77333	469.198	530.295	66.407
4768	31.78000	469.385	530.431	66.336
4769	31.78667	469.652	530.609	66.288
4770	31.79333	469.949	530.822	66.324
4771	31.80000	470.217	531.073	66.283
4772	31.80667	470.488	531.266	66.297
4773	31.81333	470.727	531.469	66.403
4774	31.82000	470.951	531.712	66.415
4775	31.82667	471.167	531.885	66.477
4776	31.83333	471.354	532.073	66.541
4777	31.84000	471.539	532.257	66.570
4778	31.84667	471.710	532.370	66.687
4779	31.85333	471.806	532.443	66.698
4780	31.86000	471.875	532.453	66.771
4781	31.86667	471.950	532.487	66.801
4782	31.87333	472.025	532.488	66.843
4783	31.88000	472.010	532.535	66.855
4784	31.88667	471.998	532.522	66.887
4785	31.89333	471.987	532.617	66.898
4786	31.90000	471.971	532.691	66.916
4787	31.90667	472.010	532.772	66.874
4788	31.91333	472.005	532.873	66.842
4789	31.92000	471.982	532.920	66.807
4790	31.92667	472.019	533.014	66.731
4791	31.93333	471.993	532.990	66.578
4792	31.94000	472.019	533.019	66.561
4793	31.94667	472.025	532.977	66.497
4794	31.95333	471.979	532.982	66.471
4795	31.96000	471.959	532.911	66.503
4796	31.96667	471.879	532.901	66.582
4797	31.97333	471.754	532.913	66.578
4798	31.98000	471.590	532.892	66.614
4799	31.98667	471.461	532.976	66.657
4800	31.99333	471.273	532.985	66.676
4801	32.00000	471.159	533.030	66.726
4802	32.00667	470.976	533.012	66.743
4803	32.01333	470.798	532.999	66.743
4804	32.02000	470.701	532.974	66.775
4805	32.02667	470.550	532.957	66.770
4806	32.03333	470.381	532.955	66.799
4807	32.04000	470.117	532.891	66.878
4808	32.04667	469.919	532.843	66.828
4809	32.05333	469.746	532.886	66.843
4810	32.06000	469.564	532.876	66.821
4811	32.06667	469.433	532.839	66.824
4812	32.07333	469.229	532.755	66.819
4813	32.08000	469.108	532.590	66.828
4814	32.08667	468.949	532.428	66.838
4815	32.09333	468.775	532.210	66.825
4816	32.10000	468.610	531.916	66.780
4817	32.10667	468.363	531.532	66.811
4818	32.11333	468.136	531.246	66.850
4819	32.12000	467.877	530.952	66.854
4820	32.12667	467.664	530.708	66.843
4821	32.13333	467.433	530.485	66.877
4822	32.14000	467.285	530.308	66.753
4823	32.14667	467.144	530.123	66.717
4824	32.15333	466.992	529.912	66.665
4825	32.16000	466.900	529.744	66.573
4826	32.16667	467.351	528.780	65.703
4827	32.17333	467.185	528.597	65.731
4828	32.18000	466.992	528.361	65.619
4829	32.18667	466.727	528.046	65.608
4830	32.19333	466.454	527.751	65.501
4831	32.20000	466.167	527.353	65.483
4832	32.20667	465.924	527.039	65.492
4833	32.21333	465.706	526.551	65.513
4834	32.22000	465.510	526.184	65.521
4835	32.22667	465.318	525.638	65.584
4836	32.23333	465.220	525.095	65.515
4837	32.24000	465.113	524.359	65.268
4838	32.24667	464.940	523.876	65.227
4839	32.25333	464.759	523.442	65.295
4840	32.26000	464.516	522.999	65.350
4841	32.26667	464.142	522.496	65.304
4842	32.27333	463.885	521.967	65.407
4843	32.28000	463.619	521.426	65.584
4844	32.28667	463.362	521.176	65.570
4845	32.29333	463.107	520.884	65.669
4846	32.30000	462.903	520.594	65.717
4847	32.30667	462.689	520.313	65.757
4848	32.31333	462.508	519.929	65.823
4849	32.32000	462.435	519.446	65.906
4850	32.32667	462.380	518.949	66.091
4851	32.33333	462.230	517.941	66.305
4852	32.34000	462.164	517.087	66.431
4853	32.34667	462.138	516.220	66.478
4854	32.35333	462.016	515.587	66.568
4855	32.36000	461.876	514.960	66.646
4856	32.36667	461.632	514.241	66.748
4857	32.37333	461.298	513.439	66.846
4858	32.38000	461.068	513.004	66.876
4859	32.38667	460.730	512.458	66.700
4860	32.39333	460.465	512.093	66.691
4861	32.40000	460.052	511.656	66.653
4862	32.40667	459.707	511.347	66.617
4863	32.41333	459.385	511.046	66.608
4864	32.42000	459.001	510.724	66.596
4865	32.42667	458.634	510.366	66.754
4866	32.43333	458.255	510.004	66.870
4867	32.44000	457.855	509.596	67.052
4868	32.44667	457.559	509.420	67.189
4869	32.45333	457.298	509.265	67.286
4870	32.46000	457.118	509.071	67.323
4871	32.46667	456.982	508.797	67.303
4872	32.47333	456.846	508.501	67.332
4873	32.48000	456.732	508.031	67.176
4874	32.48667	456.625	507.630	67.105
4875	32.49333	456.527	507.126	66.985
4876	32.50000	456.449	506.515	67.051
4877	32.50667	456.323	506.032	67.025
4878	32.51333	456.173	505.575	66.976
4879	32.52000	456.002	505.252	66.969
4880	32.52667	455.782	505.071	66.875
4881	32.53333	455.528	504.828	66.848
4882	32.54000	455.157	504.694	66.825
4883	32.54667	454.935	504.551	66.821
4884	32.55333	454.706	504.400	66.861
4885	32.56000	454.435	504.253	66.795
4886	32.56667	454.242	504.108	66.789
4887	32.57333	454.072	503.956	66.793
4888	32.58000	453.907	503.764	66.764
4889	32.58667	453.773	503.517	66.757
4890	32.59333	453.640	503.330	66.725
4891	32.60000	453.482	503.039	66.648
4892	32.60667	453.349	502.822	66.563
4893	32.61333	453.106	502.476	66.521
4894	32.62000	452.871	501.917	66.588
4895	32.62667	452.450	501.389	66.669
4896	32.63333	452.117	500.895	66.808
4897	32.64000	451.823	500.382	66.807
4898	32.64667	451.595	499.963	66.897
4899	32.65333	451.330	499.523	66.816
4900	32.66000	451.089	499.198	66.798
4901	32.66667	450.866	498.892	66.796
4902	32.67333	450.651	498.564	66.731
4903	32.68000	450.427	498.132	66.853
4904	32.68667	450.203	497.697	66.900
4905	32.69333	449.954	497.111	67.060
4906	32.70000	449.769	496.594	67.228
4907	32.70667	449.633	496.048	67.341
4908	32.71333	449.479	495.489	67.464
4909	32.72000	449.487	494.861	67.499
4910	32.72667	449.317	494.155	67.698
4911	32.73333	449.110	493.203	67.942
4912	32.74000	448.893	492.600	67.874
4913	32.74667	448.800	491.902	67.768
4914	32.75333	448.545	491.237	67.755
4915	32.76000	448.374	490.449	67.771
4916	32.76667	448.205	489.408	68.090
4917	32.77333	448.125	488.496	68.148
4918	32.78000	447.960	487.616	68.226
4919	32.78667	447.957	486.572	68.303
4920	32.79333	447.755	485.413	68.641
4921	32.80000	447.774	483.986	69.019
4922	32.80667	447.788	482.892	69.273
4923	32.81333	447.679	481.324	69.819
4924	32.82000	447.611	480.008	70.219
4925	32.82667	447.600	478.382	70.586
4926	32.83333	447.462	476.563	70.826
4927	32.84000	447.419	474.945	70.972
4928	32.84667	447.246	472.816	71.364
4929	32.85333	447.166	470.659	71.157
4930	32.86000	446.884	468.400	71.474
4931	32.86667	446.673	466.014	71.375
4932	32.87333	446.568	463.695	71.262
4933	32.88000	446.364	461.056	71.191
4934	32.88667	446.211	458.503	70.948
4935	32.89333	445.900	455.775	70.944
4936	32.90000	445.572	453.348	70.800
4937	32.90667	445.424	450.285	70.884
4938	32.91333	445.322	447.385	70.965
4939	32.92000	445.129	444.672	70.913
4940	32.92667	445.026	441.495	71.297
4941	32.93333	444.946	438.424	71.599
4942	32.94000	444.870	435.415	71.739
4943	32.94667	444.644	432.498	72.165
4944	32.95333	444.478	428.991	72.336
4945	32.96000	444.405	425.329	72.540
4946	32.96667	444.304	421.794	72.724
4947	32.97333	444.032	418.108	72.588
4948	32.98000	443.757	414.249	72.429
4949	32.98667	443.733	410.291	72.549
4950	32.99333	443.546	406.100	72.554
4951	33.00000	443.251	401.895	72.633
4952	33.00667	443.134	397.594	72.840
4953	33.01333	442.924	393.183	72.964
4954	33.02000	442.815	389.134	73.414
4955	33.02667	442.779	384.774	73.889
4956	33.03333	442.702	380.440	74.237
4957	33.04000	442.567	376.050	74.690
4958	33.04667	442.471	371.672	75.263
4959	33.05333	442.415	366.859	75.556
4960	33.06000	442.362	362.121	75.883
4961	33.06667	442.381	357.308	76.485
4962	33.07333	442.223	352.457	76.995
4963	33.08000	442.349	347.212	77.234
4964	33.08667	442.632	342.048	77.433
4965	33.09333	442.580	336.760	77.840
4966	33.10000	442.736	331.379	78.274
4967	33.10667	443.055	326.037	78.576
4968	33.11333	443.053	320.645	78.808
4969	33.12000	443.250	315.720	79.002
4970	33.12667	443.390	310.437	79.447
4971	33.13333	443.437	305.162	79.662
4972	33.14000	443.476	299.811	79.776
4973	33.14667	443.659	294.377	80.146
4974	33.15333	443.737	289.077	80.301
4975	33.16000	443.672	283.970	80.379
4976	33.16667	443.989	278.526	80.800
4977	33.17333	443.937	272.860	81.196
4978	33.18000	444.225	267.504	81.508
4979	33.18667	444.642	262.145	81.715
4980	33.19333	444.980	256.786	82.041
4981	33.20000	445.297	251.282	82.246
4982	33.20667	445.728	246.103	82.469
4983	33.21333	445.973	240.877	82.671
4984	33.22000	446.333	235.634	82.700
4985	33.22667	446.674	230.062	82.543
4986	33.23333	446.724	224.746	82.296
4987	33.24000	447.035	219.627	82.145
4988	33.24667	447.229	214.380	81.843
4989	33.25333	447.551	209.330	81.579
4990	33.26000	447.790	204.246	81.205
4991	33.26667	447.979	199.172	80.830
4992	33.27333	448.473	194.354	80.478
4993	33.28000	448.747	189.722	79.814
4994	33.28667	448.995	185.005	79.305
4995	33.29333	449.571	180.590	78.774
4996	33.30000	449.939	176.440	78.170
4997	33.30667	450.327	172.196	77.949
4998	33.31333	450.700	167.969	77.397
4999	33.32000	451.014	164.037	76.794
5000	33.32667	451.391	160.159	76.295
5001	33.33333	451.686	156.015	75.730
5002	33.34000	452.174	152.033	75.096
5003	33.34667	452.430	148.518	74.620
5004	33.35333	452.665	144.694	74.147
5005	33.36000	453.035	141.316	73.325
5006	33.36667	453.496	137.805	72.764
5007	33.37333	453.685	134.399	72.432
5008	33.38000	454.004	131.510	71.763
5009	33.38667	454.272	128.088	71.510
5010	33.39333	454.655	125.567	71.054
5011	33.40000	454.858	122.891	70.901
5012	33.40667	455.112	120.465	70.330
5013	33.41333	455.545	118.376	70.166
5014	33.42000	455.745	116.154	69.906
5015	33.42667	456.247	114.481	69.470
5016	33.43333	456.283	112.471	69.372
5017	33.44000	456.662	110.667	69.180
5018	33.44667	456.811	109.184	68.876
5019	33.45333	457.003	107.596	68.665
5020	33.46000	457.302	105.572	68.505
5021	33.46667	457.252	104.208	68.419
5022	33.47333	457.541	102.858	68.215
5023	33.48000	457.618	101.127	68.249
5024	33.48667	457.780	99.506	68.386
5025	33.49333	457.724	98.430	68.315
5026	33.50000	457.938	96.898	68.334
5027	33.50667	458.163	95.349	68.660
5028	33.51333	458.260	94.061	68.588
5029	33.52000	458.433	93.085	68.882
5030	33.52667	458.372	91.711	69.087
5031	33.53333	458.326	90.354	69.299
5032	33.54000	458.504	89.492	69.524
5033	33.54667	458.373	88.296	69.691
5034	33.55333	458.382	87.135	70.044
5035	33.56000	458.399	86.368	70.394
5036	33.56667	458.500	85.770	70.712
5037	33.57333	458.469	84.470	70.890
5038	33.58000	458.572	83.678	71.206
5039	33.58667	458.816	82.969	71.408
5040	33.59333	458.883	82.333	71.568
5041	33.60000	459.152	81.781	71.798
5042	33.60667	459.083	80.980	72.148
5043	33.61333	459.215	80.344	72.433
5044	33.62000	459.350	79.814	72.731
5045	33.62667	459.363	79.158	73.310
5046	33.63333	459.427	78.806	73.508
5047	33.64000	459.571	78.566	73.702
5048	33.64667	459.557	78.085	73.887
5049	33.65333	459.567	77.666	74.170
5050	33.66000	459.653	77.306	74.439
5051	33.66667	459.615	76.919	74.727
5052	33.67333	459.696	76.653	74.917
5053	33.68000	459.996	76.094	74.974
5054	33.68667	460.033	75.757	75.247
5055	33.69333	460.125	75.530	75.321
5056	33.70000	460.282	75.204	75.459
5057	33.70667	460.569	74.865	75.735
5058	33.71333	460.565	74.317	75.945
5059	33.72000	460.706	73.868	76.053
5060	33.72667	460.779	73.441	76.128
5061	33.73333	460.798	73.022	76.114
5062	33.74000	460.952	72.637	76.117
5063	33.74667	460.993	72.299	76.110
5064	33.75333	461.077	72.059	75.840
5065	33.76000	461.124	71.733	75.876
5066	33.76667	461.088	71.552	75.781
5067	33.77333	461.136	71.342	75.742
5068	33.78000	461.130	71.129	75.660
5069	33.78667	461.092	71.014	75.568
5070	33.79333	461.245	70.586	75.191
5071	33.80000	461.280	70.460	74.881
5072	33.80667	461.216	70.326	74.547
5073	33.81333	461.180	70.345	74.186
5074	33.82000	461.200	70.257	73.796
5075	33.82667	461.229	70.193	73.433
5076	33.83333	461.261	70.096	73.073
5077	33.84000	461.322	69.889	72.658
5078	33.84667	461.218	69.811	72.380
5079	33.85333	461.149	69.698	72.080
5080	33.86000	461.176	69.493	71.667
5081	33.86667	461.118	69.370	71.324
5082	33.87333	461.086	69.173	70.945
5083	33.88000	460.991	69.103	70.637
5084	33.88667	460.927	68.969	70.307
5085	33.89333	460.998	69.019	70.035
5086	33.90000	460.949	68.960	69.770
5087	33.90667	460.904	68.867	69.537
5088	33.91333	460.855	68.869	69.110
5089	33.92000	460.839	68.720	68.929
5090	33.92667	460.758	68.708	68.589
5091	33.93333	460.709	68.641	68.346
5092	33.94000	460.715	68.524	68.083
5093	33.94667	460.670	68.412	67.938
5094	33.95333	460.628	68.383	67.766
5095	33.96000	460.672	68.318	67.634
5096	33.96667	460.627	68.226	67.469
5097	33.97333	460.636	68.158	67.376
5098	33.98000	460.629	68.092	67.260
5099	33.98667	460.616	67.960	67.202
5100	33.99333	460.724	67.689	66.882
5101	34.00000	460.793	67.595	66.752
5102	34.00667	460.754	67.535	66.565
5103	34.01333	460.767	67.395	66.348
5104	34.02000	460.748	67.342	66.128
5105	34.02667	460.766	67.294	65.913
5106	34.03333	460.778	67.300	65.746
5107	34.04000	460.837	67.292	65.489
5108	34.04667	460.886	67.339	65.224
5109	34.05333	460.927	67.373	64.972
5110	34.06000	460.973	67.366	64.793
5111	34.06667	461.110	67.165	64.502
5112	34.07333	461.146	67.168	64.414
5113	34.08000	461.177	67.182	64.320
5114	34.08667	461.237	67.152	64.249
5115	34.09333	461.302	67.211	64.209
5116	34.10000	461.358	67.268	64.166
5117	34.10667	461.408	67.310	64.100
5118	34.11333	461.426	67.384	64.019
5119	34.12000	461.489	67.487	63.901
5120	34.12667	461.502	67.577	63.818
5121	34.13333	461.580	67.595	63.724
5122	34.14000	461.643	67.714	63.668
5123	34.14667	461.672	67.672	63.629
5124	34.15333	461.721	67.701	63.639
5125	34.16000	461.759	67.707	63.656
5126	34.16667	461.822	67.678	63.673
5127	34.17333	461.841	67.646	63.679
5128	34.18000	461.863	67.682	63.599
5129	34.18667	461.868	67.701	63.652
5130	34.19333	461.900	67.695	63.597
5131	34.20000	461.927	67.672	63.495
5132	34.20667	461.950	67.657	63.520
5133	34.21333	461.998	67.624	63.443
5134	34.22000	462.063	67.581	63.469
5135	34.22667	462.129	67.472	63.522
5136	34.23333	462.123	67.414	63.490
5137	34.24000	462.231	67.317	63.504
5138	34.24667	462.247	67.281	63.391
5139	34.25333	462.324	67.231	63.392
5140	34.26000	462.397	67.309	63.297
5141	34.26667	462.720	67.465	63.346
5142	34.27333	462.966	67.788	63.340
5143	34.28000	463.181	67.957	63.453
5144	34.28667	463.403	68.056	63.533
5145	34.29333	463.594	68.275	63.638
5146	34.30000	463.698	68.336	63.741
5147	34.30667	463.694	68.515	63.806
5148	34.31333	463.928	68.464	63.828
5149	34.32000	463.995	68.605	64.063
5150	34.32667	464.065	68.511	64.172
5151	34.33333	464.181	68.532	64.292
5152	34.34000	464.249	68.454	64.310
5153	34.34667	464.340	68.517	64.375
5154	34.35333	464.428	68.477	64.418
5155	34.36000	464.459	68.381	64.437
5156	34.36667	464.486	68.377	64.483
5157	34.37333	464.520	68.336	64.500
5158	34.38000	464.571	68.287	64.539
5159	34.38667	464.627	68.263	64.503
5160	34.39333	464.673	68.208	64.525
5161	34.40000	464.698	68.164	64.574
5162	34.40667	464.655	68.081	64.597
5163	34.41333	464.791	67.903	64.492
5164	34.42000	464.836	67.812	64.464
5165	34.42667	464.848	67.721	64.478
5166	34.43333	464.890	67.640	64.645
5167	34.44000	464.963	67.609	64.648
5168	34.44667	465.050	67.633	64.604
5169	34.45333	465.145	67.571	64.729
5170	34.46000	465.265	67.571	64.824
5171	34.46667	465.395	67.565	64.885
5172	34.47333	465.513	67.551	64.947
5173	34.48000	465.607	67.576	64.951
5174	34.48667	465.765	67.563	64.968
5175	34.49333	465.926	67.489	64.946
5176	34.50000	466.045	67.505	64.913
5177	34.50667	466.153	67.442	64.953
5178	34.51333	466.296	67.376	64.973
5179	34.52000	466.418	67.304	64.989
5180	34.52667	466.478	67.244	65.069
5181	34.53333	466.629	67.107	65.164
5182	34.54000	466.733	67.062	65.274
5183	34.54667	466.879	66.885	65.490
5184	34.55333	467.006	66.751	65.625
5185	34.56000	467.090	66.668	65.869
5186	34.56667	467.241	66.492	66.160
5187	34.57333	467.422	66.413	66.391
5188	34.58000	467.545	66.391	66.574
5189	34.58667	467.665	66.234	66.780
5190	34.59333	467.696	66.118	66.953
5191	34.60000	467.661	65.880	67.138
5192	34.60667	467.531	65.813	67.128
5193	34.61333	467.436	65.740	67.251
5194	34.62000	467.236	65.451	67.498
5195	34.62667	467.174	65.130	67.704
5196	34.63333	467.153	65.027	67.944
5197	34.64000	467.096	64.796	68.152
5198	34.64667	467.059	64.690	68.334
5199	34.65333	467.009	64.533	68.570
5200	34.66000	466.961	64.422	68.731
5201	34.66667	466.806	64.595	69.131
5202	34.67333	466.756	64.562	69.278
5203	34.68000	466.836	64.374	69.484
5204	34.68667	466.955	64.275	69.677
5205	34.69333	467.121	64.153	69.926
5206	34.70000	467.408	63.922	70.286
5207	34.70667	467.659	63.655	70.616
5208	34.71333	467.050	63.267	72.019
5209	34.72000	467.223	63.135	72.377
5210	34.72667	467.388	62.986	72.773
5211	34.73333	467.660	62.863	72.913
5212	34.74000	467.998	62.793	73.056
5213	34.74667	468.257	62.715	73.161
5214	34.75333	468.472	62.744	73.304
5215	34.76000	468.807	62.858	73.431
5216	34.76667	469.188	62.868	73.611
5217	34.77333	469.543	62.967	73.766
5218	34.78000	469.961	63.100	73.908
5219	34.78667	470.240	63.303	74.125
5220	34.79333	470.745	63.460	74.084
5221	34.80000	470.992	63.631	74.154
5222	34.80667	471.269	63.860	74.180
5223	34.81333	471.515	64.007	74.220
5224	34.82000	471.712	64.122	74.344
5225	34.82667	471.884	64.251	74.391
5226	34.83333	472.087	64.390	74.521
5227	34.84000	472.379	64.533	74.675
5228	34.84667	472.575	64.765	74.856
5229	34.85333	472.996	65.045	74.998
5230	34.86000	473.319	65.259	75.088
5231	34.86667	473.704	65.549	75.205
5232	34.87333	474.209	65.882	75.325
5233	34.88000	474.667	66.199	75.359
5234	34.88667	475.029	66.478	75.373
5235	34.89333	475.465	66.884	75.450
5236	34.90000	475.988	67.178	75.484
5237	34.90667	476.319	67.378	75.626
5238	34.91333	476.690	67.683	75.787
5239	34.92000	477.047	67.914	75.945
5240	34.92667	477.304	68.329	76.082
5241	34.93333	477.654	68.505	76.168
5242	34.94000	477.868	68.643	76.279
5243	34.94667	478.199	68.754	76.399
5244	34.95333	478.517	68.727	76.635
5245	34.96000	478.876	68.612	76.928
5246	34.96667	479.207	68.638	77.257
5247	34.97333	479.476	68.599	77.668
5248	34.98000	479.811	68.571	77.953
5249	34.98667	480.081	68.562	78.186
5250	34.99333	480.346	68.712	78.384
5251	35.00000	480.558	68.821	78.426
5252	35.00667	480.822	68.971	78.345
5253	35.01333	481.184	69.253	78.102
5254	35.02000	481.503	69.589	77.865
5255	35.02667	481.868	69.939	77.483
5256	35.03333	482.240	70.399	77.187
5257	35.04000	482.690	70.658	76.838
5258	35.04667	483.003	70.964	76.691
5259	35.05333	483.464	71.203	76.620
5260	35.06000	483.931	71.505	76.548
5261	35.06667	484.241	71.567	76.448
5262	35.07333	484.355	71.674	76.208
5263	35.08000	484.413	71.770	75.918
5264	35.08667	484.577	71.835	75.515
5265	35.09333	484.722	71.877	75.119
5266	35.10000	484.793	71.888	74.764
5267	35.10667	484.924	71.855	74.486
5268	35.11333	485.120	71.863	74.355
5269	35.12000	485.398	71.822	74.292
5270	35.12667	485.738	71.792	74.297
5271	35.13333	486.088	71.758	74.324
5272	35.14000	486.403	71.750	74.328
5273	35.14667	486.618	71.744	74.224
5274	35.15333	486.861	71.775	74.113
5275	35.16000	487.018	71.770	73.881
5276	35.16667	487.126	71.858	73.622
5277	35.17333	487.198	71.872	73.328
5278	35.18000	487.204	71.853	73.066
5279	35.18667	487.184	71.782	72.771
5280	35.19333	487.090	71.663	72.544
5281	35.20000	487.077	71.483	72.402
5282	35.20667	487.085	71.242	72.291
5283	35.21333	487.204	70.839	72.222
5284	35.22000	487.290	70.615	72.287
5285	35.22667	487.468	70.397	72.421
5286	35.23333	487.782	70.198	72.644
5287	35.24000	488.203	70.114	72.885
5288	35.24667	488.640	69.971	73.092
5289	35.25333	489.153	69.909	73.256
5290	35.26000	489.623	69.862	73.350
5291	35.26667	489.931	69.878	73.443
5292	35.27333	490.188	69.890	73.448
5293	35.28000	490.390	69.893	73.380
5294	35.28667	490.590	69.902	73.319
5295	35.29333	490.726	69.847	73.275
5296	35.30000	490.860	69.835	73.169
5297	35.30667	491.023	69.739	73.153
5298	35.31333	491.166	69.646	73.210
5299	35.32000	491.361	69.611	73.305
5300	35.32667	491.526	69.404	73.502
5301	35.33333	491.839	69.297	73.693
5302	35.34000	492.047	69.166	74.034
5303	35.34667	492.339	69.037	74.261
5304	35.35333	492.702	68.972	74.473
5305	35.36000	493.018	68.913	74.691
5306	35.36667	493.353	68.898	74.890
5307	35.37333	493.669	68.947	74.930
5308	35.38000	493.902	68.980	74.989
5309	35.38667	494.070	69.069	75.043
5310	35.39333	494.235	69.183	75.043
5311	35.40000	494.515	69.336	74.907
5312	35.40667	494.603	69.450	74.961
5313	35.41333	494.743	69.587	74.993
5314	35.42000	494.927	69.703	75.041
5315	35.42667	495.133	69.847	75.100
5316	35.43333	495.271	70.003	75.262
5317	35.44000	495.503	70.118	75.438
5318	35.44667	495.694	70.220	75.575
5319	35.45333	495.939	70.303	75.680
5320	35.46000	496.225	70.531	75.846
5321	35.46667	496.412	70.622	75.936
5322	35.47333	496.658	70.797	75.993
5323	35.48000	496.865	70.956	76.063
5324	35.48667	497.076	71.153	76.148
5325	35.49333	497.237	71.288	76.161
5326	35.50000	497.457	71.470	76.229
5327	35.50667	497.610	71.638	76.275
5328	35.51333	497.710	71.784	76.326
5329	35.52000	497.817	71.869	76.292
5330	35.52667	497.914	71.961	76.308
5331	35.53333	497.972	72.011	76.308
5332	35.54000	498.068	72.139	76.270
5333	35.54667	498.133	72.190	76.222
5334	35.55333	498.202	72.268	76.192
5335	35.56000	498.322	72.281	76.120
5336	35.56667	498.410	72.320	76.098
5337	35.57333	498.527	72.264	76.077
5338	35.58000	498.675	72.189	76.011
5339	35.58667	498.839	72.033	75.943
5340	35.59333	498.968	71.843	75.887
5341	35.60000	499.154	71.672	75.854
5342	35.60667	499.285	71.500	75.861
5343	35.61333	499.471	71.377	75.848
5344	35.62000	499.527	71.152	75.659
5345	35.62667	499.782	71.108	75.720
5346	35.63333	499.884	70.986	75.530
5347	35.64000	500.035	70.909	75.488
5348	35.64667	500.141	70.839	75.463
5349	35.65333	500.273	70.741	75.396
5350	35.66000	500.401	70.642	75.419
5351	35.66667	500.521	70.511	75.466
5352	35.67333	500.673	70.384	75.630
5353	35.68000	500.839	70.210	75.707
5354	35.68667	501.042	70.033	75.838
5355	35.69333	501.241	69.854	75.951
5356	35.70000	501.440	69.658	76.041
5357	35.70667	501.735	69.487	76.099
5358	35.71333	502.029	69.279	76.115
5359	35.72000	502.215	69.185	76.136
5360	35.72667	502.423	68.992	76.076
5361	35.73333	502.658	68.846	75.937
5362	35.74000	502.786	68.576	75.677
5363	35.74667	502.876	68.326	75.434
5364	35.75333	503.027	67.993	75.036
5365	35.76000	503.035	67.564	74.700
5366	35.76667	503.038	67.164	74.454
5367	35.77333	503.129	66.835	74.321
5368	35.78000	503.315	66.457	74.213
5369	35.78667	503.461	66.169	74.208
5370	35.79333	503.619	65.889	74.288
5371	35.80000	503.830	65.634	74.416
5372	35.80667	504.072	65.424	74.527
5373	35.81333	504.278	65.234	74.684
5374	35.82000	504.521	65.111	74.763
5375	35.82667	504.748	65.004	74.821
5376	35.83333	504.865	64.812	74.866
5377	35.84000	505.073	64.669	74.889
5378	35.84667	505.280	64.493	74.826
5379	35.85333	505.386	64.220	74.608
5380	35.86000	505.540	63.931	74.459
5381	35.86667	505.738	63.600	74.329
5382	35.87333	505.900	63.233	74.072
5383	35.88000	505.924	63.016	74.040
5384	35.88667	505.893	62.656	73.972
5385	35.89333	506.009	62.462	74.004
5386	35.90000	506.122	62.276	74.079
5387	35.90667	506.340	62.095	74.290
5388	35.91333	506.546	62.015	74.532
5389	35.92000	506.697	61.952	74.629
5390	35.92667	507.025	61.871	74.750
5391	35.93333	507.136	61.730	74.867
5392	35.94000	507.276	61.616	74.864
5393	35.94667	507.465	61.421	74.845
5394	35.95333	507.598	61.066	74.679
5395	35.96000	507.774	60.874	74.612
5396	35.96667	507.917	60.554	74.469
5397	35.97333	507.951	60.393	74.343
5398	35.98000	507.952	60.163	74.221
5399	35.98667	508.049	59.913	74.155
5400	35.99333	508.050	59.796	74.106
5401	36.00000	508.119	59.635	74.009
5402	36.00667	508.271	59.549	73.981
5403	36.01333	508.356	59.425	73.915
5404	36.02000	508.442	59.361	73.970
5405	36.02667	508.650	59.326	74.088
5406	36.03333	508.770	59.231	74.152
5407	36.04000	508.935	59.124	74.220
5408	36.04667	509.101	59.064	74.289
5409	36.05333	509.184	58.915	74.209
5410	36.06000	509.293	58.794	74.092
5411	36.06667	509.306	58.616	73.984
5412	36.07333	509.322	58.533	73.777
5413	36.08000	509.358	58.363	73.573
5414	36.08667	509.364	58.180	73.372
5415	36.09333	509.272	58.018	73.110
5416	36.10000	509.289	57.840	72.979
5417	36.10667	509.386	57.768	72.908
5418	36.11333	509.441	57.673	72.930
5419	36.12000	509.470	57.594	73.001
5420	36.12667	509.538	57.617	73.031
5421	36.13333	509.699	57.657	73.247
5422	36.14000	509.864	57.655	73.250
5423	36.14667	509.931	57.644	73.294
5424	36.15333	510.050	57.669	73.312
5425	36.16000	510.114	57.650	73.306
5426	36.16667	510.233	57.656	73.342
5427	36.17333	510.293	57.563	73.307
5428	36.18000	510.175	57.431	73.166
5429	36.18667	510.341	57.374	73.282
