,acc_x,acc_y,acc_z,freeacc_x,freeacc_y,freeacc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
168,-0.048998,-0.150442,9.826076,0.075853,0.10822,-0.013774,-0.018954,0.015355,0.003609,0.298828,0.506348,-0.948486
169,-0.063384,-0.127364,9.80604,0.058238,0.08759,0.00618,-0.020286,0.014397,0.003866,0.300781,0.508301,-0.950928
170,-0.064101,-0.145259,9.845126,0.075031,0.092497,-0.032999,-0.017587,0.013836,0.002347,0.298828,0.50415,-0.950684
171,-0.059018,-0.108387,9.79988,0.038915,0.085945,0.012484,-0.018074,0.011739,0.003193,0.302979,0.50415,-0.950684
172,-0.087201,-0.130388,9.792039,0.068239,0.065195,0.019846,-0.019957,0.013639,0.006296,0.299072,0.501953,-0.946045
173,-0.060918,-0.128213,9.838934,0.058045,0.090206,-0.026686,-0.018916,0.012879,0.002599,0.299072,0.5,-0.948242
174,-0.082727,-0.111647,9.785886,0.048987,0.063587,0.026144,-0.020768,0.012302,0.004702,0.299072,0.501953,-0.950684
175,-0.056387,-0.109531,9.832793,0.038813,0.088592,-0.020402,-0.018914,0.01288,0.002595,0.296631,0.508301,-0.953125
176,-0.078152,-0.09281,9.779754,0.029692,0.061925,0.032422,-0.018068,0.011741,0.003183,0.30127,0.497803,-0.950439
177,-0.066625,-0.119673,9.7997,0.051879,0.081224,0.012504,-0.019267,0.016118,0.001154,0.299072,0.5,-0.948242
178,-0.087977,-0.119109,9.785752,0.057663,0.060441,0.026171,-0.01943,0.01326,0.004435,0.298828,0.510498,-0.946533
179,-0.061726,-0.116958,9.832676,0.047533,0.085432,-0.020392,-0.018713,0.013263,-0.001697,0.299072,0.501953,-0.950684
180,-0.082957,-0.116392,9.818725,0.053214,0.064612,-0.006722,-0.019949,0.013639,0.006277,0.301025,0.50415,-0.948486
181,-0.072593,-0.111187,9.760479,0.04565,0.072311,0.05168,-0.020564,0.012685,0.000401,0.298828,0.50415,-0.944092
182,-0.072738,-0.14535,9.838615,0.077472,0.083009,-0.026615,-0.018416,0.01498,0.001733,0.296875,0.506104,-0.948486
183,-0.053112,-0.079402,9.820485,0.008928,0.082207,-0.007914,-0.018612,0.014597,0.006014,0.307373,0.502197,-0.943848
184,-0.042113,-0.090097,9.801339,0.016008,0.095502,0.011322,-0.017539,0.011364,0.00132,0.296875,0.5,-0.950684
185,-0.069756,-0.128228,9.832481,0.060448,0.080781,-0.02036,-0.020589,0.015164,0.001392,0.296875,0.50415,-0.948486
186,-0.044734,-0.094046,9.80129,0.020357,0.093912,0.011315,-0.02189,0.01173,0.000644,0.301025,0.501953,-0.946045
187,-0.033261,-0.121167,9.821208,0.042599,0.113189,-0.008579,-0.019774,0.0165,0.002978,0.298828,0.50415,-0.948486
188,-0.086233,-0.125487,9.851493,0.061844,0.064132,-0.03958,-0.021596,0.013444,0.004075,0.296875,0.50415,-0.952881
189,-0.049005,-0.100097,9.80121,0.026944,0.091714,0.01131,-0.018928,0.01536,0.003564,0.294922,0.501953,-0.948486
190,-0.057451,-0.12457,9.807176,0.052638,0.090798,0.005114,-0.019417,0.013262,0.004407,0.296875,0.50415,-0.952881
191,-0.044162,-0.097495,9.834225,0.02265,0.095823,-0.021627,-0.019738,0.014026,0.001968,0.302979,0.50415,-0.950684
192,-0.047784,-0.137259,9.787986,0.061984,0.103387,0.024365,-0.018572,0.012122,0.004993,0.298828,0.50415,-0.948486
193,-0.053728,-0.123816,9.840153,0.050611,0.094281,-0.027809,-0.018892,0.012886,0.002555,0.301025,0.506348,-0.950684
194,-0.050466,-0.1409,9.787921,0.066283,0.101823,0.024376,-0.01811,0.016697,0.005145,0.299072,0.501953,-0.950684
195,-0.03206,-0.145213,9.80184,0.064941,0.121049,0.010682,-0.01869,0.013275,-0.001732,0.294922,0.501953,-0.946045
196,-0.025908,-0.14061,9.834889,0.058423,0.125833,-0.022263,-0.017265,0.015555,0.005732,0.298828,0.508301,-0.946289
197,-0.067083,-0.137479,9.806942,0.067894,0.085416,0.005159,-0.021585,0.013447,0.004051,0.300781,0.508301,-0.946289
198,-0.049065,-0.125667,9.781831,0.051246,0.098659,0.030558,-0.017553,0.013846,0.002291,0.296875,0.50415,-0.948486
199,-0.042764,-0.121062,9.814889,0.044928,0.103706,-0.00239,-0.018044,0.011747,0.003132,0.301025,0.501953,-0.946045
200,-0.051087,-0.145519,9.8208,0.070622,0.102834,-0.008532,-0.019726,0.01403,0.001947,0.300781,0.510498,-0.94873
201,-0.045376,-0.124833,9.81483,0.049262,0.10215,-0.002386,-0.019405,0.013265,0.004381,0.301025,0.506348,-0.948486
202,-0.059011,-0.11798,9.833923,0.046281,0.087067,-0.021626,-0.021578,0.013449,0.004038,0.302979,0.50415,-0.94165
203,-0.055594,-0.135104,9.78167,0.062077,0.094896,0.030584,-0.018069,0.014223,0.004126,0.298828,0.50415,-0.948486
204,-0.074604,-0.096459,9.813969,0.030536,0.065647,-0.001772,-0.016213,0.014806,0.002028,0.296875,0.501953,-0.946045
205,-0.058486,-0.138576,9.781604,0.066372,0.093377,0.030597,-0.02056,0.015175,0.001343,0.298828,0.506348,-0.950684
206,-0.065063,-0.109118,9.794784,0.039825,0.078254,0.017473,-0.020414,0.011541,0.007056,0.301025,0.50415,-0.948486
207,-0.066321,-0.111081,9.794754,0.042088,0.077598,0.017477,-0.019716,0.014034,0.001931,0.298828,0.50415,-0.948486
