,acc_x,acc_y,acc_z,freeacc_x,freeacc_y,freeacc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
909,0.09238,-2.667823,13.53846,0.497677,-3.35909,-3.56185,1.828955,-0.768103,-0.156072,-0.374023,0.134521,-1.067627
910,-0.129791,-1.714971,12.358996,-0.047607,-2.743626,-2.359729,1.741731,-0.997313,-0.293295,-0.385986,0.113037,-1.055908
911,-0.361016,-1.079746,10.595273,-0.461295,-2.305677,-0.580737,1.627455,-1.144127,-0.285988,-0.402344,0.102295,-1.048828
912,-0.401449,-0.652062,8.888415,-0.61702,-1.913195,1.120929,1.584992,-1.161409,-0.205339,-0.414063,0.081055,-1.034668
913,-0.352224,-0.660324,7.186035,-0.49951,-1.813377,2.837035,1.568233,-1.117951,-0.09397,-0.43042,0.070313,-1.029785
914,-0.149328,-0.724658,5.771143,-0.218575,-1.687817,4.248879,1.658705,-1.003022,-0.034365,-0.42749,0.042725,-1.015625
915,0.049663,-0.792582,5.054377,0.029754,-1.645035,4.968149,1.728281,-0.847411,0.005928,-0.443604,0.023438,-1.008301
916,0.244412,-0.926448,4.580415,0.293607,-1.686513,5.457573,1.815185,-0.759932,0.008052,-0.453369,0.002197,-1.000732
917,0.332556,-0.756957,4.037566,0.345205,-1.464811,5.976009,1.901211,-0.71104,-0.034991,-0.458984,-0.012695,-0.989258
918,0.327052,-0.660263,3.478027,0.342619,-1.32006,6.529515,1.872948,-0.691204,-0.057963,-0.470703,-0.03833,-0.986084
919,0.451749,-1.062575,2.942059,0.659179,-1.551524,7.139337,1.81141,-0.700788,-0.17874,-0.472412,-0.057373,-0.976563
920,0.542494,-1.217305,2.196377,0.852263,-1.493766,7.904197,1.65332,-0.759341,-0.341567,-0.47998,-0.074219,-0.973877
921,0.528904,-0.301745,1.469317,0.510454,-0.511544,8.395867,1.444752,-0.803056,-0.449982,-0.48999,-0.093506,-0.964111
922,0.26174,1.009744,-0.123317,-0.159678,1.01916,9.614957,1.050278,-0.893456,-0.360452,-0.489502,-0.108154,-0.957031
923,0.308664,1.606742,-2.469571,-0.186537,2.321352,11.643567,0.700086,-0.80248,-0.213254,-0.508057,-0.112793,-0.947998
924,0.414604,2.027321,-4.13033,-0.121905,3.297216,13.046098,0.516335,-0.589479,-0.088288,-0.507813,-0.119141,-0.945557
925,0.571459,2.432202,-5.650027,-0.013859,4.245294,14.300687,0.532679,-0.350759,0.00541,-0.511719,-0.125488,-0.938477
926,0.578048,2.183259,-6.507919,0.153719,4.354795,15.14802,0.56097,-0.032176,0.066836,-0.511719,-0.129639,-0.938477
927,0.702204,1.689667,-6.731341,0.457092,4.075252,15.45558,0.581516,0.292726,0.067636,-0.499023,-0.140137,-0.937988
928,0.695729,1.305363,-6.038245,0.517676,3.515274,14.913972,0.485848,0.54382,0.056839,-0.499023,-0.137939,-0.944824
929,0.716791,0.879237,-5.272491,0.618945,2.888871,14.324584,0.215318,0.702723,0.071864,-0.494873,-0.137939,-0.949219
930,0.694389,0.144602,-4.538005,0.81944,1.978234,13.876132,-0.132003,0.766891,0.050583,-0.48877,-0.135742,-0.95166
931,0.579994,-0.533676,-4.190977,0.946122,1.208969,13.791208,-0.442115,0.777378,0.002509,-0.478516,-0.12915,-0.954102
932,0.313679,-0.65812,-3.929794,0.722279,0.881974,13.643493,-0.773493,0.783026,-0.038294,-0.474609,-0.118652,-0.965576
933,0.019367,-0.707073,-4.037931,0.464172,0.721211,13.821345,-1.177267,0.801896,-0.005797,-0.464355,-0.112061,-0.977051
934,-0.135427,-1.074284,-4.329406,0.471562,0.373363,14.23467,-1.471786,0.886746,0.011262,-0.454834,-0.088623,-0.97998
935,-0.127387,-1.390735,-4.460165,0.600315,0.056648,14.447246,-1.725235,1.020275,-0.017384,-0.444824,-0.07373,-0.991699
936,-0.322014,-0.951983,-4.298742,0.226853,0.229714,14.215426,-1.895881,1.194991,-0.073034,-0.426758,-0.054443,-1.003418
937,-0.493041,-0.665073,-3.985666,-0.072253,0.238579,13.875685,-2.036888,1.424759,-0.044649,-0.414795,-0.031006,-1.013184
938,-0.577729,-0.983829,-3.124541,-0.067209,-0.377942,13.116694,-2.023603,1.663888,-0.073208,-0.398926,-0.011719,-1.024902
939,-0.649496,-1.631773,-1.06877,0.068021,-1.496167,11.221028,-1.944158,1.852493,-0.081447,-0.378662,0.007568,-1.04126
940,-0.735063,-2.184904,1.18426,0.185729,-2.474995,9.066929,-1.935505,1.900814,-0.088201,-0.356689,0.0354,-1.053223
941,-0.910841,-2.898263,3.336728,0.324565,-3.509604,6.99498,-2.046689,1.86061,-0.122923,-0.334473,0.056885,-1.060791
942,-0.874202,-3.659298,4.956371,0.702436,-4.325166,5.394825,-2.187421,1.778519,-0.194288,-0.316406,0.078369,-1.081543
943,-0.905562,-3.827401,6.71487,0.802788,-4.553786,3.553829,-2.272569,1.724156,-0.31756,-0.30249,0.097656,-1.093262
944,-1.034312,-3.943119,8.45672,0.809305,-4.665627,1.706837,-2.458562,1.694566,-0.288214,-0.27832,0.125488,-1.107666
945,-1.157034,-4.231721,10.195843,0.908722,-4.815756,-0.145937,-2.623333,1.74501,-0.162784,-0.258301,0.155273,-1.124268
946,-1.685665,-3.885252,12.629919,0.444258,-4.425971,-2.74316,-2.679874,1.858388,-0.085632,-0.230469,0.189453,-1.138672
947,-2.31428,-3.149208,15.613457,-0.195697,-3.546203,-5.884994,-2.610518,1.885911,-0.091944,-0.199951,0.211182,-1.155029
948,-2.871759,-2.381622,18.725726,-0.727585,-2.434158,-9.11056,-2.414779,1.841264,-0.21013,-0.175537,0.230469,-1.173584
949,-3.208392,-1.49643,22.53092,-1.014994,-0.937337,-12.952055,-2.160226,1.705185,-0.261027,-0.151123,0.245605,-1.191895
950,-3.368175,-1.070837,25.19916,-1.015333,0.215165,-15.611365,-1.897863,1.327777,-0.275259,-0.124268,0.256592,-1.212402
951,-3.266381,-0.565764,26.480244,-0.948911,1.406285,-16.819837,-1.748416,0.904646,-0.202924,-0.105957,0.267578,-1.241943
952,-3.149599,0.369444,27.088085,-1.160697,2.885582,-17.282094,-1.69682,0.5416,-0.164934,-0.085449,0.278564,-1.262451
953,-3.006701,1.050482,26.944683,-1.382258,3.987359,-16.989065,-1.607805,0.203468,-0.105237,-0.075195,0.287109,-1.27832
954,-2.66661,0.827513,26.345921,-1.156923,4.18753,-16.321912,-1.436421,-0.01713,-0.011499,-0.066895,0.287109,-1.300781
955,-2.319096,0.23319,26.112902,-0.777656,4.042242,-16.078675,-1.267752,-0.128934,0.080641,-0.069092,0.289307,-1.312012
956,-1.966939,-0.10359,25.639081,-0.506918,4.031765,-15.578716,-1.087864,-0.209808,0.12551,-0.061035,0.297852,-1.321289
957,-1.73297,-0.177943,25.701511,-0.410163,4.271133,-15.58784,-0.936382,-0.205538,0.162782,-0.060791,0.295654,-1.33252
958,-1.573654,-0.578069,26.069623,-0.230667,4.216611,-15.967131,-0.794453,-0.224229,0.178248,-0.059082,0.304199,-1.32373
959,-1.531073,-0.934418,26.30404,-0.169668,4.088994,-16.232831,-0.562733,-0.251095,0.148287,-0.06958,0.3125,-1.317383
960,-1.652092,-0.850474,26.47558,-0.415186,4.214745,-16.38792,-0.228333,-0.291315,0.060897,-0.080322,0.31665,-1.303955
961,-1.863459,-0.41917,26.46546,-0.861396,4.491413,-16.324511,0.144468,-0.335744,0.008073,-0.088867,0.322754,-1.279541
962,-2.073266,-0.07956,26.497342,-1.241878,4.593531,-16.336275,0.574319,-0.408629,-0.039143,-0.107666,0.324707,-1.266113
963,-2.218862,0.123838,26.058335,-1.499791,4.395644,-15.924399,0.97367,-0.518623,-0.041204,-0.11792,0.320313,-1.243652
964,-2.155764,0.021891,24.938076,-1.446005,3.781687,-14.888561,1.362174,-0.63109,-0.0185,-0.136475,0.315674,-1.214355
965,-1.992241,-0.573211,23.605501,-1.097878,2.670217,-13.706819,1.629597,-0.695888,0.045452,-0.161133,0.304688,-1.198242
966,-1.767477,-1.012031,22.648948,-0.735236,1.771273,-12.846277,1.809105,-0.723053,0.071459,-0.17334,0.293945,-1.177979
967,-1.613265,-1.425362,21.769977,-0.440574,0.870562,-12.041279,1.988526,-0.800871,0.109049,-0.189453,0.274658,-1.161621
968,-1.476982,-2.278807,20.945987,0.006578,-0.433505,-11.303693,2.087884,-0.905729,0.141726,-0.205566,0.257568,-1.147705
969,-1.402792,-2.669177,19.682286,0.18923,-1.362094,-10.051228,2.11989,-1.041442,0.147718,-0.217529,0.244629,-1.133789
970,-1.415907,-2.979534,17.853304,0.232004,-2.235573,-8.202737,2.101614,-1.150474,0.169271,-0.24585,0.218994,-1.117188
971,-1.327731,-3.309557,16.162427,0.37707,-2.997889,-6.459907,2.11303,-1.167856,0.200017,-0.257813,0.199707,-1.109863
972,-1.304622,-3.498611,14.782226,0.420049,-3.572887,-5.002948,2.142789,-1.178637,0.185203,-0.271729,0.178223,-1.095947
973,-1.281223,-3.875357,13.341358,0.546858,-4.253485,-3.463259,2.181375,-1.160172,0.171602,-0.287598,0.156982,-1.086182
974,-1.256084,-4.091471,12.186106,0.624911,-4.728883,-2.1897,2.268181,-1.145882,0.106339,-0.303467,0.12915,-1.076416
975,-1.067204,-4.247292,10.725002,0.831836,-5.012199,-0.597989,2.387768,-1.149935,0.009108,-0.317139,0.101563,-1.064209
976,-0.928102,-4.369076,9.260295,0.983796,-5.211211,1.005171,2.442771,-1.128196,-0.04983,-0.328857,0.075928,-1.054443
977,-0.743448,-4.396398,8.210051,1.145703,-5.274104,2.186938,2.425347,-1.081752,-0.122836,-0.342529,0.050293,-1.055908
978,-0.664741,-4.272721,7.345205,1.149786,-5.205559,3.162402,2.309028,-1.091314,-0.155728,-0.354248,0.022705,-1.041748
979,-0.584125,-3.873891,6.007453,1.039331,-4.753233,4.543741,2.151587,-1.117097,-0.160555,-0.36792,-0.00293,-1.029785
980,-0.489928,-3.278547,4.951195,0.866823,-4.101549,5.578584,1.992495,-1.120024,-0.142795,-0.375732,-0.02417,-1.022217
981,-0.370054,-2.810491,3.299906,0.771624,-3.375106,7.17873,1.850212,-1.140428,-0.085278,-0.387207,-0.051758,-1.016846
982,-0.136451,-2.252243,1.773477,0.757311,-2.483481,8.589996,1.817986,-1.069066,-0.03064,-0.401367,-0.064697,-1.005371
983,-0.142647,-1.418694,0.703895,0.423819,-1.495967,9.479686,1.82152,-0.972681,0.035987,-0.411133,-0.088135,-0.997803
984,-0.082556,-1.059867,0.001171,0.341377,-0.968464,10.087722,1.756171,-0.904069,0.125773,-0.420898,-0.107178,-0.988281
985,0.052282,-1.051422,-1.162128,0.471002,-0.561429,11.198922,1.720245,-0.894163,0.151104,-0.424561,-0.126221,-0.983154
986,0.2596,-0.821045,-2.410605,0.582925,0.13533,12.301507,1.658492,-0.859051,0.107225,-0.428223,-0.141113,-0.973877
987,0.518316,-0.374989,-3.587114,0.658735,1.052112,13.238394,1.494608,-0.83124,0.059931,-0.446289,-0.1604,-0.96875
988,0.698636,0.236013,-4.83358,0.60201,2.132139,14.171402,1.315713,-0.77701,0.01107,-0.447998,-0.173096,-0.96167
989,0.739663,0.84813,-5.899782,0.419548,3.117138,14.929401,1.124774,-0.690156,-0.005617,-0.458252,-0.183838,-0.949951
990,0.603974,1.353898,-6.815131,0.117792,3.900749,15.59314,0.936707,-0.576915,0.006192,-0.464111,-0.188232,-0.954346
991,0.443547,1.65405,-7.801561,-0.124104,4.527513,16.391659,0.684439,-0.414586,0.072837,-0.461914,-0.19873,-0.945068
992,0.311718,1.979755,-8.368558,-0.362317,5.017167,16.794521,0.422671,-0.204244,0.171422,-0.468018,-0.203125,-0.942627
993,0.316891,2.115177,-8.435809,-0.417245,5.182236,16.791769,0.177027,0.00456,0.284168,-0.46582,-0.200928,-0.942871
994,0.462136,1.568358,-8.112965,-0.084433,4.649852,16.658506,-0.026821,0.188867,0.352842,-0.466064,-0.19873,-0.947266
995,0.577937,0.720808,-7.516561,0.340037,3.731492,16.393913,-0.268112,0.29715,0.375749,-0.462158,-0.192383,-0.945313
996,0.682475,-0.361307,-7.064773,0.86049,2.654632,16.348716,-0.498517,0.372101,0.3216,-0.458252,-0.183838,-0.949951
997,0.576007,-0.959407,-6.752794,0.999479,1.947909,16.297973,-0.714969,0.429857,0.199306,-0.454346,-0.17334,-0.957031
998,0.404258,-1.060003,-6.650825,0.878673,1.700332,16.282376,-0.94947,0.529832,0.087192,-0.450439,-0.1604,-0.964111
999,0.161825,-1.06428,-6.055753,0.647761,1.315283,15.786037,-1.158994,0.659639,0.006927,-0.44873,-0.1521,-0.9646
1000,-0.136016,-0.94893,-5.477858,0.316061,1.015928,15.271009,-1.348673,0.766189,-0.059328,-0.436768,-0.132813,-0.974121
1001,-0.415751,-0.966268,-4.871728,0.054731,0.605428,14.759414,-1.479507,0.898518,-0.035613,-0.428711,-0.124268,-0.985596
1002,-0.486832,-1.213883,-3.806408,0.076114,-0.05719,13.836329,-1.62709,1.054399,0.082208,-0.416992,-0.10083,-0.995117
1003,-0.523888,-1.884955,-2.893683,0.310183,-1.002571,13.14422,-1.797966,1.150923,0.185869,-0.405029,-0.07959,-1.004883
1004,-0.595158,-3.085707,-2.430794,0.741991,-2.279411,12.980911,-2.005717,1.249779,0.225913,-0.391113,-0.058105,-1.016846
1005,-0.501179,-4.119458,-1.926619,1.260915,-3.350154,12.661989,-2.238613,1.416931,0.168788,-0.379883,-0.021973,-1.024658
1006,-0.639224,-5.02306,-0.632047,1.523941,-4.565873,11.506234,-2.473127,1.599271,0.069666,-0.361816,-0.000732,-1.038818
1007,-0.897872,-6.089004,0.894647,1.75634,-5.959979,10.084271,-2.664384,1.7391,-0.027722,-0.341797,0.0271,-1.048584
1008,-1.249777,-7.093655,2.940384,1.895659,-7.336032,8.048694,-2.904498,1.870833,-0.155304,-0.315918,0.061279,-1.062988
1009,-1.627217,-7.69573,6.192983,1.880457,-8.375189,4.661457,-3.079421,1.981318,-0.28843,-0.30249,0.095459,-1.072998
1010,-2.074522,-7.378513,9.540037,1.438419,-8.379104,1.011362,-3.218042,1.917479,-0.427276,-0.274414,0.129639,-1.096436
1011,-2.43666,-6.051154,12.734793,0.667374,-7.156653,-2.558324,-3.251286,1.887166,-0.517983,-0.254395,0.159668,-1.099609
1012,-2.772034,-4.224081,16.226682,-0.242736,-5.220663,-6.357834,-3.150858,1.841321,-0.493581,-0.230469,0.193848,-1.12085
1013,-3.021003,-3.117391,19.063032,-0.760472,-3.67754,-9.373314,-2.973508,1.778164,-0.322576,-0.210693,0.22583,-1.139893
1014,-3.324865,-2.539223,21.595363,-1.083818,-2.484168,-12.015517,-2.864472,1.781393,-0.091607,-0.174072,0.249512,-1.163086
1015,-3.768689,-1.33037,23.999218,-1.750169,-0.653043,-14.44421,-2.603998,1.786851,0.009989,-0.151855,0.270996,-1.174805
1016,-4.022115,0.068983,26.705497,-2.252498,1.542594,-17.054801,-2.321497,1.765994,0.115812,-0.114746,0.284424,-1.20874
1017,-4.09387,0.807271,29.395689,-2.282025,3.27181,-19.607671,-2.046076,1.612189,0.200889,-0.077637,0.29126,-1.23584
1018,-3.938031,1.595051,31.519069,-2.173455,5.070358,-21.508736,-1.832339,1.275776,0.277427,-0.054932,0.300049,-1.258545
1019,-3.681335,1.98303,31.995195,-1.999589,6.212533,-21.787261,-1.614961,0.805211,0.327088,-0.032227,0.30249,-1.287842
1020,-3.32317,2.067127,31.217402,-1.796212,6.763087,-20.860764,-1.410705,0.388816,0.375523,-0.019531,0.300537,-1.305664
1021,-3.004145,1.909239,29.907857,-1.631376,6.838446,-19.474078,-1.171314,0.092426,0.375927,-0.009033,0.294434,-1.327881
1022,-2.635235,1.497397,28.387793,-1.343146,6.535149,-17.945854,-0.857152,-0.076657,0.330547,-0.004639,0.288086,-1.341064
1023,-2.308394,0.635684,27.334282,-0.844654,5.809444,-16.99088,-0.49184,-0.12384,0.29195,-0.002441,0.288086,-1.350098
1024,-2.12496,0.012339,26.832793,-0.504216,5.276865,-16.576981,-0.190311,-0.113175,0.252777,-0.008545,0.283936,-1.343262
1025,-2.052079,-0.322103,26.639526,-0.336356,4.958343,-16.441469,0.075876,-0.120891,0.187759,-0.010742,0.283936,-1.34082
1026,-2.1572,-0.414192,26.807392,-0.393142,4.813499,-16.647407,0.217328,-0.127928,0.192325,-0.010742,0.285889,-1.322998
1027,-2.28753,0.008968,27.087775,-0.684162,5.087971,-16.882321,0.427081,-0.212264,0.157451,-0.025635,0.291992,-1.296387
1028,-2.402264,0.416023,26.576401,-0.999175,5.11622,-16.361186,0.636266,-0.369091,0.172583,-0.040527,0.304443,-1.278809
1029,-2.479527,0.302366,25.752836,-1.075634,4.583373,-15.628985,0.795612,-0.481602,0.24612,-0.057373,0.310547,-1.252197
1030,-2.575011,0.474854,24.875036,-1.294633,4.238121,-14.803932,1.068627,-0.569871,0.243522,-0.073975,0.308105,-1.231934
1031,-2.675418,0.503477,24.534331,-1.414639,3.806689,-14.535624,1.39194,-0.669998,0.260787,-0.086426,0.305908,-1.209473
1032,-2.757506,0.043695,23.981939,-1.302428,2.841035,-14.123758,1.714169,-0.831951,0.256274,-0.113281,0.299072,-1.187012
1033,-2.628988,-0.70392,23.123378,-0.886739,1.600437,-13.3978,2.025972,-0.990699,0.243747,-0.129395,0.279785,-1.172852
1034,-2.469685,-1.683317,22.247477,-0.339078,0.129112,-12.631116,2.276904,-1.117205,0.222709,-0.149658,0.264648,-1.156738
1035,-2.409965,-2.643941,21.029931,0.091699,-1.418248,-11.471283,2.468375,-1.248721,0.197057,-0.169678,0.239014,-1.142578
1036,-2.3527,-3.277048,19.84197,0.372124,-2.649719,-10.25691,2.637998,-1.315455,0.170275,-0.187744,0.219727,-1.132813
1037,-2.289377,-3.92706,18.754845,0.668818,-3.850962,-9.084413,2.747658,-1.409284,0.186734,-0.209717,0.189941,-1.118652
1038,-2.080398,-4.385397,16.994705,0.969261,-4.769506,-7.177478,2.815938,-1.489066,0.184378,-0.225586,0.164307,-1.108887
1039,-1.878521,-4.727607,15.131357,1.203243,-5.477607,-5.132655,2.837278,-1.513575,0.182041,-0.243164,0.130127,-1.101074
1040,-1.712109,-4.771451,13.595821,1.287985,-5.829534,-3.411692,2.823553,-1.501521,0.161388,-0.273682,0.106445,-1.089111
1041,-1.599341,-4.723513,12.217008,1.290612,-6.029609,-1.853017,2.761734,-1.50463,0.146081,-0.284912,0.070313,-1.081299
1042,-1.526222,-4.677638,10.742309,1.251979,-6.138896,-0.204417,2.696151,-1.515305,0.115681,-0.302979,0.044678,-1.069092
1043,-1.493342,-4.576348,9.264904,1.151059,-6.115725,1.4296,2.635438,-1.515131,0.070495,-0.318604,0.012695,-1.059326
1044,-1.399926,-4.398265,7.925531,1.076205,-5.926191,2.89645,2.605532,-1.512214,0.012705,-0.336426,-0.012939,-1.056152
1045,-1.255073,-3.967927,6.317517,0.924944,-5.353323,4.548389,2.600617,-1.499555,-0.05218,-0.352051,-0.049072,-1.037109
1046,-1.035308,-3.61203,4.809415,0.884663,-4.741455,6.073393,2.627152,-1.437004,-0.094545,-0.365723,-0.074707,-1.027344
1047,-0.775077,-3.202778,3.615116,0.875716,-4.064232,7.235665,2.600766,-1.378034,-0.107851,-0.379395,-0.104492,-1.010742
1048,-0.50219,-2.91529,2.416205,0.936832,-3.417834,8.388259,2.487712,-1.317626,-0.09916,-0.395264,-0.134277,-1.000732
1049,-0.309018,-2.803229,1.104289,1.00341,-2.853807,9.666014,2.339461,-1.246721,-0.113211,-0.404785,-0.157715,-0.982178
1050,-0.067332,-2.534753,-0.166532,1.048666,-2.088037,10.811372,2.203589,-1.148905,-0.155757,-0.416504,-0.185303,-0.981201
1051,0.011096,-2.08129,-1.248377,0.875723,-1.25536,11.696119,2.026348,-1.028324,-0.192095,-0.424316,-0.20459,-0.965088
1052,0.143167,-1.526625,-2.145368,0.716091,-0.354344,12.32568,1.837437,-0.885967,-0.20899,-0.436279,-0.22168,-0.953369
1053,0.211027,-0.949162,-2.700505,0.503738,0.419165,12.607058,1.655129,-0.779775,-0.217315,-0.437744,-0.242676,-0.952637
1054,0.260384,-0.499952,-3.501469,0.324285,1.191436,13.137306,1.465148,-0.707293,-0.212391,-0.449463,-0.26416,-0.938477
1055,0.317602,0.021972,-4.4624,0.118767,2.10659,13.757585,1.239565,-0.633782,-0.18583,-0.451416,-0.272461,-0.931396
1056,0.278045,0.683357,-5.682266,-0.238548,3.222696,14.544426,1.071069,-0.561029,-0.189598,-0.457275,-0.283203,-0.922119
1057,0.329342,1.36515,-6.84104,-0.516397,4.374383,15.232061,0.90162,-0.467246,-0.16538,-0.463135,-0.291748,-0.924072
1058,0.491067,1.584565,-8.370203,-0.511223,5.382023,16.41453,0.775704,-0.34335,-0.146734,-0.458984,-0.295898,-0.915039
1059,0.739313,1.178823,-9.643805,-0.163219,5.813876,17.630045,0.610467,-0.14319,-0.113085,-0.45874,-0.306396,-0.919189
1060,1.161999,0.714606,-10.101764,0.381142,5.868773,18.138468,0.411706,0.103604,-0.117696,-0.460449,-0.312744,-0.914551
1061,1.432188,0.286444,-10.015188,0.783345,5.606457,18.202631,0.062546,0.270925,-0.115654,-0.456543,-0.310791,-0.918945
1062,1.551272,-0.278976,-9.92,1.107083,5.13822,18.372095,-0.370592,0.428246,-0.133864,-0.446045,-0.30835,-0.919189
1063,1.581503,-0.837127,-9.778995,1.354391,4.578578,18.532327,-0.818397,0.542162,-0.173477,-0.446533,-0.295654,-0.919434
1064,1.642743,-1.339415,-9.746266,1.607159,4.084653,18.768881,-1.19596,0.659216,-0.247809,-0.436279,-0.29126,-0.935303
1065,1.662812,-1.617547,-9.729545,1.729543,3.720173,18.934738,-1.549143,0.827026,-0.291433,-0.434814,-0.272217,-0.94043
1066,1.652791,-1.955028,-9.67994,1.844693,3.244046,19.103796,-1.805959,1.028538,-0.319493,-0.416504,-0.25293,-0.956787
1067,1.435362,-2.445606,-9.003625,1.850442,2.270658,18.786113,-1.960404,1.300076,-0.351473,-0.404785,-0.233887,-0.970703
1068,0.9043,-2.978678,-7.863184,1.597003,0.955368,18.062105,-2.026211,1.540209,-0.436152,-0.384521,-0.212402,-0.978027
1069,0.290096,-3.565678,-6.478702,1.296135,-0.502985,17.081481,-2.094722,1.774387,-0.544522,-0.364258,-0.195068,-0.998779
1070,-0.534953,-3.760638,-4.554265,0.685958,-1.854571,15.403516,-2.185556,1.952376,-0.666412,-0.352539,-0.173828,-1.019775
1071,-1.365681,-3.872273,-1.787072,0.127774,-3.315546,12.819751,-2.318004,2.050441,-0.799071,-0.33252,-0.145996,-1.033936
1072,-2.0221,-3.807432,1.287675,-0.267717,-4.491039,9.787447,-2.537503,1.995591,-0.943809,-0.310547,-0.118164,-1.043701
1073,-2.428759,-3.525453,4.380296,-0.469461,-5.188293,6.592096,-2.799474,1.856269,-0.970903,-0.286377,-0.092529,-1.058105
1074,-2.643855,-3.577228,8.045541,-0.280403,-6.017994,2.869116,-3.143003,1.63486,-0.877175,-0.268555,-0.060547,-1.065674
1075,-3.050026,-3.309983,10.393807,-0.52347,-6.120805,0.297569,-3.316457,1.272672,-0.795633,-0.259277,-0.022217,-1.075928
1076,-3.365798,-2.721718,12.232388,-0.880049,-5.638635,-1.8398,-3.408513,1.053801,-0.685887,-0.248047,0.015869,-1.094971
1077,-3.566873,-2.751572,13.702982,-0.960447,-5.502596,-3.485569,-3.291441,0.939367,-0.546389,-0.236572,0.047852,-1.100586
1078,-3.480664,-3.34552,15.927056,-0.49883,-5.768894,-5.789422,-3.018958,0.980247,-0.520315,-0.220947,0.079834,-1.112793
1079,-3.420826,-3.932775,19.093414,0.037623,-6.005174,-9.045678,-2.574117,1.002521,-0.615342,-0.213379,0.103027,-1.122559
1080,-3.690971,-3.171241,22.244771,-0.202612,-4.983472,-12.404524,-2.369187,0.955875,-0.623771,-0.197266,0.126709,-1.129883
1081,-3.927141,-1.702641,24.942328,-0.705283,-3.151701,-15.28667,-2.283663,0.810352,-0.585933,-0.187744,0.150146,-1.146484
1082,-4.004519,-0.823659,26.692281,-0.974435,-1.737258,-17.116726,-2.16297,0.52934,-0.524082,-0.177734,0.169189,-1.1604
1083,-3.911362,0.068195,27.37475,-1.253957,-0.282355,-17.809806,-1.977262,0.153147,-0.424003,-0.178467,0.192383,-1.167969
1084,-3.672428,1.009279,26.346813,-1.633898,1.109993,-16.734235,-1.766846,-0.233249,-0.24929,-0.174805,0.205078,-1.175049
1085,-3.160559,1.016347,24.349805,-1.544413,1.531414,-14.665702,-1.543828,-0.473562,-0.066742,-0.175049,0.21582,-1.188721
1086,-2.595875,0.698375,22.424755,-1.272995,1.548912,-12.683254,-1.326931,-0.603737,0.049913,-0.179443,0.226318,-1.202637
1087,-1.884112,0.329412,20.183008,-0.830106,1.459291,-10.390951,-1.234642,-0.663251,0.129414,-0.177734,0.236816,-1.205078
1088,-1.370486,0.134191,17.800507,-0.582658,1.392267,-7.976979,-1.124333,-0.576285,0.141447,-0.179932,0.245361,-1.218994
1089,-0.986225,-0.131443,16.445222,-0.319583,1.270709,-6.61035,-0.936361,-0.367315,0.097775,-0.182129,0.249512,-1.232422
1090,-0.778815,-0.146986,16.089463,-0.221233,1.395552,-6.234158,-0.724463,-0.183224,0.024846,-0.176025,0.258057,-1.241699
1091,-0.828708,-0.066985,15.718857,-0.362301,1.4991,-5.852381,-0.612826,-0.058049,-0.026889,-0.167969,0.260254,-1.257568
1092,-0.979129,0.056272,15.315699,-0.58882,1.593208,-5.44008,-0.540326,0.054117,-0.065911,-0.167725,0.260254,-1.270996
1093,-1.097035,0.214818,15.328345,-0.768393,1.778105,-5.433793,-0.492727,0.157021,-0.079226,-0.159668,0.262451,-1.280029
1094,-1.201257,0.623469,15.090549,-1.016625,2.163536,-5.148648,-0.445349,0.177482,-0.053853,-0.149414,0.269043,-1.29126
1095,-1.134921,0.779966,14.840335,-1.009024,2.3614,-4.8685,-0.358566,0.21794,-0.011356,-0.143066,0.26709,-1.300293
1096,-1.029959,0.654337,14.487194,-0.862518,2.280088,-4.519963,-0.241815,0.195801,0.025447,-0.136719,0.262939,-1.313477
1097,-0.823445,0.114838,13.894614,-0.478807,1.799907,-3.981606,-0.166463,0.19577,0.05733,-0.128174,0.260986,-1.32251
1098,-0.576084,-0.43853,13.416427,-0.046319,1.328865,-3.5573,-0.13608,0.214111,0.050123,-0.128418,0.267334,-1.331543
1099,-0.487947,-0.587444,13.140725,0.102322,1.202252,-3.294787,-0.091169,0.218037,0.007523,-0.114014,0.267334,-1.338379
1100,-0.47696,-0.476339,12.929033,0.088618,1.293426,-3.068827,-0.054274,0.192339,-0.017816,-0.109375,0.256836,-1.337891
1101,-0.456775,-0.575362,12.724778,0.153738,1.191417,-2.87654,-0.077718,0.160114,-0.005472,-0.107422,0.26123,-1.344727
1102,-0.448046,-0.759958,12.154362,0.219883,0.952005,-2.334415,-0.103356,0.099757,-0.027553,-0.107422,0.263428,-1.340332
1103,-0.492424,-0.590485,11.692405,0.108394,1.037331,-1.858459,-0.105021,0.063468,-0.042536,-0.107422,0.263428,-1.344971
1104,-0.53461,-0.447759,11.303504,0.006338,1.108926,-1.457882,-0.133232,0.032187,-0.000891,-0.111816,0.267578,-1.338379
1105,-0.484381,-0.605653,10.760732,0.088344,0.911123,-0.937048,-0.163591,0.015981,0.054667,-0.105713,0.267578,-1.338379
1106,-0.394966,-0.85832,10.282475,0.241737,0.647483,-0.489949,-0.141043,0.005845,0.088479,-0.105469,0.265381,-1.338135
1107,-0.222328,-1.297076,9.967053,0.546138,0.260799,-0.222635,-0.082215,0.02295,0.097943,-0.10791,0.271729,-1.340576
