,acc_x,acc_y,acc_z,freeacc_x,freeacc_y,freeacc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
115,1.985261,2.382258,9.351808,0.077417,0.064293,-0.039348,-0.009744,0.000821,0.025834,0.135254,-0.636719,-1.220703
116,1.959513,2.367064,9.382366,0.111447,0.080944,-0.059116,-0.002404,0.009389,0.025886,0.135254,-0.636719,-1.218506
117,1.949386,2.36241,9.234396,0.089032,0.048683,0.084128,0.004969,0.008186,0.026352,0.137451,-0.636719,-1.220947
118,1.960738,2.43855,9.259575,0.081009,-0.019095,0.039058,0.00552,-0.000987,0.022852,0.135254,-0.634766,-1.218506
119,1.982286,2.43491,9.354843,0.083938,0.007064,-0.054645,-0.003021,0.005196,0.017731,0.133301,-0.640869,-1.216309
120,1.911587,2.379574,9.268648,0.137305,0.031645,0.055407,0.00407,-0.000943,0.021692,0.130859,-0.630615,-1.216064
121,1.980216,2.405328,9.279258,0.074138,0.015383,0.024646,0.006894,-0.007462,0.019515,0.130859,-0.632813,-1.218506
122,2.05972,2.429449,9.337416,0.011246,0.012928,-0.052996,0.004074,-0.007882,0.014536,0.135254,-0.634766,-1.220703
123,2.023369,2.339615,9.342259,0.054909,0.096091,-0.027708,0.009597,-0.000879,0.012018,0.135254,-0.638916,-1.220703
124,2.023392,2.340724,9.341976,0.056079,0.094939,-0.027712,0.018157,0.005035,0.006492,0.137451,-0.634521,-1.218506
125,2.066222,2.323892,9.331311,0.01362,0.114059,-0.022449,0.023202,0.020714,0.004804,0.133057,-0.634766,-1.220703
126,2.022883,2.290345,9.339165,0.057862,0.144925,-0.012453,0.026863,0.04288,0.006443,0.133057,-0.636719,-1.218506
127,1.920679,2.332053,9.312473,0.146834,0.089221,0.023913,0.0343,0.041178,0.004243,0.137451,-0.638672,-1.218506
128,1.975122,2.338024,9.324734,0.093797,0.094177,-0.000592,0.030018,0.047755,0.005245,0.133057,-0.636719,-1.2229
129,1.954519,2.343135,9.253596,0.094258,0.07244,0.069724,0.029976,0.057546,0.00481,0.141602,-0.640625,-1.21875
130,1.978052,2.388901,9.299262,0.07513,0.042719,0.010222,0.021282,0.064754,0.004987,0.137451,-0.640869,-1.216309
131,1.836541,2.33917,9.278218,0.206151,0.071419,0.071931,0.012828,0.067623,0.004749,0.139404,-0.638672,-1.21875
132,1.816548,2.318306,9.25653,0.217449,0.084537,0.101699,0.008235,0.053037,0.005196,0.135254,-0.636719,-1.218506
133,1.870497,2.321619,9.269672,0.164844,0.089406,0.077169,-0.001539,0.045643,0.001573,0.137207,-0.632568,-1.216309
134,1.87705,2.319754,9.318199,0.166796,0.101859,0.030295,-0.002365,0.040126,0.008982,0.141602,-0.636475,-1.21875
135,1.828043,2.28389,9.302887,0.211068,0.125779,0.063778,-0.015016,0.032802,0.003038,0.141602,-0.632324,-1.220947
136,1.821901,2.259235,9.328721,0.223167,0.152508,0.046653,-0.011976,0.012639,0.003573,0.133057,-0.634766,-1.218506
137,1.848104,2.271628,9.298881,0.191797,0.133554,0.066388,-0.01873,-0.010791,0.015195,0.139404,-0.638672,-1.21875
138,1.870558,2.206347,9.267463,0.169572,0.188223,0.107604,-0.023679,-0.029826,0.02181,0.135254,-0.634766,-1.2229
139,1.925083,2.159985,9.329782,0.138903,0.248906,0.04872,-0.024523,-0.051588,0.025171,0.137207,-0.630371,-1.218506
140,1.997835,2.206698,9.291338,0.06401,0.198074,0.058382,-0.028214,-0.066801,0.030678,0.137451,-0.638672,-1.218506
141,2.055069,2.261458,9.281657,0.011977,0.143745,0.042025,-0.031411,-0.074448,0.039406,0.133301,-0.638916,-1.216309
142,2.076413,2.303245,9.25455,-0.008358,0.093575,0.052857,-0.03873,-0.076525,0.043812,0.128906,-0.634766,-1.216064
143,2.155268,2.269495,9.262246,-0.072391,0.129817,0.03706,-0.044474,-0.069872,0.043637,0.135254,-0.630615,-1.220703
144,2.213543,2.29819,9.301802,-0.113442,0.11024,-0.019908,-0.045281,-0.05913,0.055083,0.126709,-0.63501,-1.222656
145,2.23607,2.284127,9.272727,-0.134296,0.112459,0.006056,-0.047306,-0.040097,0.056985,0.126709,-0.63501,-1.222656
146,2.243972,2.302029,9.248103,-0.144096,0.08341,0.023181,-0.042483,-0.013115,0.062864,0.128906,-0.634766,-1.225098
147,2.213358,2.289096,9.356121,-0.086134,0.109883,-0.069439,-0.047914,0.015182,0.065964,0.128906,-0.628662,-1.225098
148,2.155551,2.250558,9.294032,-0.04318,0.120343,0.010948,-0.042244,0.04486,0.072017,0.122559,-0.633057,-1.227051
149,2.059146,2.28395,9.293219,0.046025,0.071345,0.024265,-0.037267,0.068024,0.080137,0.124512,-0.630859,-1.224854
150,1.988542,2.307082,9.311234,0.113261,0.039403,0.016687,-0.040654,0.076853,0.078627,0.133057,-0.634766,-1.227539
151,1.922669,2.329235,9.353131,0.181363,0.014154,-0.014313,-0.038586,0.080577,0.085229,0.126709,-0.626709,-1.225098
152,1.834837,2.277437,9.321693,0.257297,0.042221,0.046454,-0.041066,0.072041,0.082033,0.126709,-0.630859,-1.222656
153,1.76626,2.276313,9.388049,0.336423,0.044798,-0.001667,-0.038532,0.050312,0.081061,0.128662,-0.626465,-1.225098
154,1.766422,2.241417,9.33787,0.325208,0.061434,0.054077,-0.03637,0.026963,0.078684,0.122559,-0.628906,-1.227051
155,1.761792,2.237668,9.315073,0.326329,0.053422,0.07758,-0.035975,-0.001278,0.078626,0.126709,-0.628662,-1.227295
156,1.798913,2.299094,9.336124,0.296338,-0.00434,0.035301,-0.039314,-0.032114,0.076074,0.128662,-0.624512,-1.227295
157,1.819695,2.20776,9.329144,0.285581,0.078231,0.059188,-0.035446,-0.053404,0.078911,0.124512,-0.624756,-1.227051
158,1.791116,2.191387,9.311141,0.318841,0.081114,0.086467,-0.032138,-0.082231,0.078486,0.128662,-0.620361,-1.225098
159,1.948367,2.234069,9.380039,0.192167,0.063499,-0.022523,-0.029632,-0.107265,0.082356,0.122559,-0.628906,-1.233887
160,2.048346,2.166749,9.406298,0.116885,0.137953,-0.053227,-0.026052,-0.104088,0.087446,0.118164,-0.622803,-1.229248
161,2.023633,2.14588,9.286784,0.126558,0.124148,0.070367,-0.017796,-0.096154,0.092542,0.116211,-0.631104,-1.226807
162,2.074571,2.207276,9.329379,0.097085,0.073119,0.004607,-0.019361,-0.105791,0.091717,0.114014,-0.622803,-1.226807
163,2.023888,2.177737,9.340548,0.163836,0.093517,0.012234,-0.027933,-0.112522,0.091827,0.109619,-0.623047,-1.229004
164,2.206451,2.07258,9.32075,6.7e-05,0.202402,0.014759,-0.019461,-0.119203,0.094193,0.109619,-0.623047,-1.229004
165,2.348701,2.148208,9.368153,-0.11557,0.146708,-0.079663,-0.015739,-0.10348,0.091386,0.111816,-0.625,-1.229004
166,2.424331,2.115619,9.350082,-0.18036,0.176385,-0.072332,-0.010535,-0.077574,0.092032,0.101074,-0.619141,-1.230957
167,2.348981,2.06749,9.315345,-0.104069,0.204457,-0.011529,-0.004872,-0.057577,0.084307,0.107666,-0.623047,-1.22876
168,2.280585,2.072243,9.331654,-0.026265,0.193495,-0.012632,-0.000498,-0.044661,0.082514,0.105469,-0.623047,-1.22876
169,2.354358,2.094355,9.341318,-0.089229,0.177384,-0.043789,0.001498,-0.033859,0.082047,0.103271,-0.619141,-1.233154
170,2.327833,2.05063,9.295405,-0.067933,0.204979,0.015656,0.010912,-0.014119,0.084323,0.105469,-0.623291,-1.235596
171,2.296476,2.09202,9.304718,-0.032861,0.162079,0.004488,0.017213,0.003089,0.077593,0.103271,-0.621094,-1.235352
172,2.292142,2.098434,9.381218,-0.007982,0.170683,-0.068375,0.022688,0.011035,0.0804,0.099121,-0.623291,-1.228516
173,2.248376,2.113545,9.291509,0.013463,0.132378,0.023065,0.029714,0.031958,0.079136,0.105469,-0.625244,-1.22876
174,2.185476,2.192142,9.234244,0.05789,0.037994,0.073681,0.027281,0.033178,0.075585,0.096924,-0.623535,-1.230713
175,2.163285,2.17811,9.288587,0.093198,0.060957,0.030591,0.020218,0.032435,0.064537,0.103271,-0.625244,-1.235352
176,2.140671,2.163922,9.343057,0.12813,0.083916,-0.012499,0.019148,0.037398,0.05993,0.099121,-0.621338,-1.230957
177,2.138753,2.159105,9.242861,0.105499,0.066274,0.083815,0.018908,0.031481,0.058075,0.103271,-0.621094,-1.22876
178,2.051864,2.174681,9.313355,0.206435,0.058273,0.033528,0.014214,0.019259,0.048294,0.101318,-0.623291,-1.22876
179,2.095,2.154955,9.302571,0.16407,0.077691,0.038347,0.00992,0.005353,0.044781,0.099121,-0.625488,-1.230957
180,2.108561,2.098523,9.346807,0.165626,0.142345,0.006315,0.016826,-0.007852,0.041549,0.101318,-0.625488,-1.233154
181,2.173242,2.124012,9.333111,0.102119,0.119586,-0.001417,0.020743,-0.006336,0.038725,0.096924,-0.621338,-1.228516
182,2.151128,2.189819,9.340905,0.126193,0.05554,-0.018699,0.025536,-0.002143,0.036074,0.103271,-0.625244,-1.22876
183,2.190058,2.178116,9.406217,0.107613,0.084654,-0.086742,0.026264,-0.00593,0.03176,0.103271,-0.623291,-1.233154
184,2.11314,2.099322,9.243855,0.147029,0.121162,0.102637,0.035859,0.002443,0.02646,0.094971,-0.623535,-1.228516
185,2.170246,2.187728,9.309481,0.108121,0.055572,0.00719,0.034689,-0.013175,0.01733,0.103271,-0.625244,-1.230957
186,2.284378,2.169172,9.357143,0.012619,0.094582,-0.060038,0.029158,-0.010282,0.019429,0.097168,-0.627441,-1.228516
187,2.218448,2.088413,9.242287,0.05357,0.144472,0.082369,0.037619,-0.002991,0.021877,0.099121,-0.625488,-1.233154
188,2.287083,2.144965,9.303625,0.002897,0.110292,-0.004485,0.040263,-0.005764,0.017477,0.097168,-0.627441,-1.230713
189,2.319195,2.160442,9.296127,-0.028039,0.098344,-0.008397,0.038493,0.002969,0.01718,0.101318,-0.625488,-1.235352
190,2.342628,2.099165,9.287103,-0.049588,0.160013,0.008779,0.040482,0.000195,0.019299,0.097168,-0.625488,-1.235352
191,2.273121,2.103749,9.226962,0.004752,0.139293,0.080769,0.045421,0.010863,0.021107,0.094971,-0.629639,-1.230713
192,2.361743,2.181019,9.334582,-0.055211,0.097279,-0.059323,0.044947,-0.001016,0.017446,0.094971,-0.625488,-1.228516
193,2.34221,2.110049,9.284741,-0.045038,0.156432,0.0087,0.042373,0.015323,0.019225,0.094971,-0.625488,-1.226318
194,2.272049,2.090755,9.273697,0.020752,0.170069,0.039992,0.052359,0.0253,0.0153,0.097168,-0.627441,-1.230713
195,2.37445,2.183843,9.303573,-0.073269,0.097398,-0.03357,0.043978,0.017476,0.010221,0.099121,-0.625488,-1.230957
196,2.417019,2.113272,9.289838,-0.116767,0.169443,-0.014146,0.047887,0.033072,0.007409,0.094971,-0.623535,-1.230713
197,2.269859,2.102696,9.296412,0.025948,0.173104,0.016452,0.056663,0.049058,0.004146,0.094971,-0.623535,-1.230713
198,2.306698,2.142252,9.288472,-0.015956,0.140068,0.006264,0.054758,0.054573,-0.005498,0.099365,-0.631592,-1.230713
199,2.331351,2.214139,9.284613,-0.046107,0.075607,-0.012474,0.055056,0.06001,-0.006338,0.097168,-0.629639,-1.224121
200,2.250867,2.196971,9.250584,0.01901,0.082601,0.042365,0.051688,0.076418,-0.012275,0.099365,-0.633789,-1.230713
201,2.205391,2.221185,9.285489,0.065272,0.067286,0.014273,0.050152,0.0803,-0.015671,0.094971,-0.629639,-1.228516
202,2.175107,2.266508,9.342838,0.101243,0.037447,-0.043535,0.045999,0.076129,-0.019541,0.103516,-0.629395,-1.226563
203,2.116047,2.208029,9.252356,0.131997,0.073074,0.069157,0.039038,0.082353,-0.023494,0.103516,-0.633545,-1.226563
204,2.011543,2.230228,9.275178,0.231788,0.051427,0.066264,0.039276,0.077494,-0.026559,0.103516,-0.627441,-1.22876
205,2.051476,2.267724,9.291705,0.190903,0.025021,0.032614,0.035176,0.059187,-0.030392,0.099365,-0.633789,-1.228516
206,2.047054,2.217117,9.289659,0.191395,0.076339,0.047375,0.035718,0.056477,-0.029412,0.103516,-0.635742,-1.224121
207,1.994369,2.211414,9.224905,0.223539,0.066046,0.121847,0.033565,0.046241,-0.026252,0.105713,-0.633545,-1.230957
208,2.029362,2.309922,9.32009,0.20711,-0.003556,0.000694,0.022351,0.031922,-0.023861,0.103516,-0.633545,-1.22876
209,2.139659,2.260946,9.318623,0.099546,0.053758,-0.011464,0.013742,0.025668,-0.021007,0.105713,-0.635498,-1.22876
210,2.140928,2.147434,9.213625,0.074514,0.14169,0.114218,0.020894,0.028721,-0.020141,0.105713,-0.633545,-1.226563
