NO_OF_FRAMES	9217
NO_OF_CAMERAS	8
NO_OF_MARKERS	3
FREQUENCY	150
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-01-16, 10:54:23.294	2216.09629770
DATA_INCLUDED	3D
MARKER_NAMES	marker1		
Frame	Time	marker1 X	marker1 Y	marker1 Z	 X	 Y	 Z	 X	 Y	 Z	
6593	43.94667	880.301	176.251	254.680	0.000	0.000	0.000	0.000	0.000	0.000
6594	43.95333	879.305	176.944	257.821	0.000	0.000	0.000	0.000	0.000	0.000
6595	43.96000	878.204	177.782	260.759	0.000	0.000	0.000	0.000	0.000	0.000
6596	43.96667	877.494	178.355	263.770	0.000	0.000	0.000	0.000	0.000	0.000
6597	43.97333	876.750	179.058	266.894	0.000	0.000	0.000	0.000	0.000	0.000
6598	43.98000	876.363	179.824	269.817	0.000	0.000	0.000	0.000	0.000	0.000
6599	43.98667	875.890	180.415	272.884	0.000	0.000	0.000	0.000	0.000	0.000
6600	43.99333	875.958	181.095	275.828	0.000	0.000	0.000	0.000	0.000	0.000
6601	44.00000	876.086	181.771	279.010	0.000	0.000	0.000	0.000	0.000	0.000
6602	44.00667	876.204	182.631	281.974	0.000	0.000	0.000	0.000	0.000	0.000
6603	44.01333	876.629	183.446	284.959	0.000	0.000	0.000	0.000	0.000	0.000
6604	44.02000	877.275	184.134	287.933	0.000	0.000	0.000	0.000	0.000	0.000
6605	44.02667	878.014	184.864	290.839	0.000	0.000	0.000	0.000	0.000	0.000
6606	44.03333	878.917	185.462	293.732	0.000	0.000	0.000	0.000	0.000	0.000
6607	44.04000	880.143	185.955	296.671	0.000	0.000	0.000	0.000	0.000	0.000
6608	44.04667	881.508	186.671	299.479	0.000	0.000	0.000	0.000	0.000	0.000
6609	44.05333	882.774	187.148	302.184	0.000	0.000	0.000	0.000	0.000	0.000
6610	44.06000	884.259	187.656	305.083	0.000	0.000	0.000	0.000	0.000	0.000
6611	44.06667	885.878	188.198	307.843	0.000	0.000	0.000	0.000	0.000	0.000
6612	44.07333	887.730	188.691	310.691	0.000	0.000	0.000	0.000	0.000	0.000
6613	44.08000	889.434	189.049	313.237	0.000	0.000	0.000	0.000	0.000	0.000
6614	44.08667	891.599	189.153	315.885	0.000	0.000	0.000	0.000	0.000	0.000
6615	44.09333	893.492	189.694	318.274	0.000	0.000	0.000	0.000	0.000	0.000
6616	44.10000	895.754	189.817	320.722	0.000	0.000	0.000	0.000	0.000	0.000
6617	44.10667	897.988	190.130	322.949	0.000	0.000	0.000	0.000	0.000	0.000
6618	44.11333	900.469	190.339	325.251	0.000	0.000	0.000	0.000	0.000	0.000
6619	44.12000	903.059	190.426	327.405	0.000	0.000	0.000	0.000	0.000	0.000
6620	44.12667	905.751	190.474	329.348	0.000	0.000	0.000	0.000	0.000	0.000
6621	44.13333	908.417	190.553	331.212	0.000	0.000	0.000	0.000	0.000	0.000
6622	44.14000	911.273	190.495	333.187	0.000	0.000	0.000	0.000	0.000	0.000
6623	44.14667	914.236	190.413	335.051	0.000	0.000	0.000	0.000	0.000	0.000
6624	44.15333	917.361	190.376	336.866	0.000	0.000	0.000	0.000	0.000	0.000
6625	44.16000	920.527	190.011	338.384	0.000	0.000	0.000	0.000	0.000	0.000
6626	44.16667	923.710	189.851	339.882	0.000	0.000	0.000	0.000	0.000	0.000
6627	44.17333	927.027	189.527	341.359	0.000	0.000	0.000	0.000	0.000	0.000
6628	44.18000	930.412	189.088	342.707	0.000	0.000	0.000	0.000	0.000	0.000
6629	44.18667	933.924	188.581	343.976	0.000	0.000	0.000	0.000	0.000	0.000
6630	44.19333	937.380	188.022	345.066	0.000	0.000	0.000	0.000	0.000	0.000
6631	44.20000	940.877	187.385	346.093	0.000	0.000	0.000	0.000	0.000	0.000
6632	44.20667	944.182	186.654	346.838	0.000	0.000	0.000	0.000	0.000	0.000
6633	44.21333	947.727	185.980	347.921	0.000	0.000	0.000	0.000	0.000	0.000
6634	44.22000	951.189	185.129	348.523	0.000	0.000	0.000	0.000	0.000	0.000
6635	44.22667	954.813	184.293	349.033	0.000	0.000	0.000	0.000	0.000	0.000
6636	44.23333	958.334	183.462	349.570	0.000	0.000	0.000	0.000	0.000	0.000
6637	44.24000	961.780	182.371	349.800	0.000	0.000	0.000	0.000	0.000	0.000
6638	44.24667	965.403	181.256	349.786	0.000	0.000	0.000	0.000	0.000	0.000
6639	44.25333	969.075	180.101	349.809	0.000	0.000	0.000	0.000	0.000	0.000
6640	44.26000	972.486	178.838	349.672	0.000	0.000	0.000	0.000	0.000	0.000
6641	44.26667	976.130	177.411	349.285	0.000	0.000	0.000	0.000	0.000	0.000
6642	44.27333	979.739	175.951	348.954	0.000	0.000	0.000	0.000	0.000	0.000
6643	44.28000	983.035	174.408	348.290	0.000	0.000	0.000	0.000	0.000	0.000
6644	44.28667	986.441	172.946	347.706	0.000	0.000	0.000	0.000	0.000	0.000
6645	44.29333	989.802	171.354	347.070	0.000	0.000	0.000	0.000	0.000	0.000
6646	44.30000	992.735	169.684	346.154	0.000	0.000	0.000	0.000	0.000	0.000
6647	44.30667	995.577	167.871	345.357	0.000	0.000	0.000	0.000	0.000	0.000
6648	44.31333	998.376	166.171	344.575	0.000	0.000	0.000	0.000	0.000	0.000
6649	44.32000	1000.775	164.372	343.425	0.000	0.000	0.000	0.000	0.000	0.000
6650	44.32667	1003.313	162.656	342.574	0.000	0.000	0.000	0.000	0.000	0.000
6651	44.33333	1005.544	160.645	341.314	0.000	0.000	0.000	0.000	0.000	0.000
6652	44.34000	1007.772	158.939	340.118	0.000	0.000	0.000	0.000	0.000	0.000
6653	44.34667	1010.019	157.239	338.913	0.000	0.000	0.000	0.000	0.000	0.000
6654	44.35333	1012.191	155.381	337.351	0.000	0.000	0.000	0.000	0.000	0.000
6655	44.36000	1014.353	153.409	335.907	0.000	0.000	0.000	0.000	0.000	0.000
6656	44.36667	1016.707	151.535	334.316	0.000	0.000	0.000	0.000	0.000	0.000
6657	44.37333	1019.108	149.587	332.497	0.000	0.000	0.000	0.000	0.000	0.000
6658	44.38000	1021.600	147.450	330.612	0.000	0.000	0.000	0.000	0.000	0.000
6659	44.38667	1023.997	145.346	328.586	0.000	0.000	0.000	0.000	0.000	0.000
6660	44.39333	1026.550	143.247	326.596	0.000	0.000	0.000	0.000	0.000	0.000
6661	44.40000	1029.102	141.086	324.685	0.000	0.000	0.000	0.000	0.000	0.000
6662	44.40667	1031.691	138.844	322.788	0.000	0.000	0.000	0.000	0.000	0.000
6663	44.41333	1034.261	136.599	320.851	0.000	0.000	0.000	0.000	0.000	0.000
6664	44.42000	1036.658	134.357	318.844	0.000	0.000	0.000	0.000	0.000	0.000
6665	44.42667	1039.025	131.876	316.927	0.000	0.000	0.000	0.000	0.000	0.000
6666	44.43333	1041.243	129.538	315.072	0.000	0.000	0.000	0.000	0.000	0.000
6667	44.44000	1043.351	127.296	313.267	0.000	0.000	0.000	0.000	0.000	0.000
6668	44.44667	1045.312	124.843	311.493	0.000	0.000	0.000	0.000	0.000	0.000
6669	44.45333	1047.247	122.518	309.835	0.000	0.000	0.000	0.000	0.000	0.000
6670	44.46000	1049.180	120.248	307.991	0.000	0.000	0.000	0.000	0.000	0.000
6671	44.46667	1051.067	117.815	306.272	0.000	0.000	0.000	0.000	0.000	0.000
6672	44.47333	1052.960	115.407	304.677	0.000	0.000	0.000	0.000	0.000	0.000
6673	44.48000	1054.788	113.100	303.073	0.000	0.000	0.000	0.000	0.000	0.000
6674	44.48667	1056.631	110.679	301.626	0.000	0.000	0.000	0.000	0.000	0.000
6675	44.49333	1058.589	108.269	300.190	0.000	0.000	0.000	0.000	0.000	0.000
6676	44.50000	1060.679	105.986	298.776	0.000	0.000	0.000	0.000	0.000	0.000
6677	44.50667	1062.840	103.328	297.463	0.000	0.000	0.000	0.000	0.000	0.000
6678	44.51333	1065.100	100.797	296.060	0.000	0.000	0.000	0.000	0.000	0.000
6679	44.52000	1067.496	98.111	294.974	0.000	0.000	0.000	0.000	0.000	0.000
6680	44.52667	1069.900	95.649	294.206	0.000	0.000	0.000	0.000	0.000	0.000
6681	44.53333	1072.300	92.909	293.115	0.000	0.000	0.000	0.000	0.000	0.000
6682	44.54000	1074.791	90.117	292.439	0.000	0.000	0.000	0.000	0.000	0.000
6683	44.54667	1077.334	87.644	291.835	0.000	0.000	0.000	0.000	0.000	0.000
6684	44.55333	1079.737	84.811	291.232	0.000	0.000	0.000	0.000	0.000	0.000
6685	44.56000	1082.309	82.219	291.143	0.000	0.000	0.000	0.000	0.000	0.000
6686	44.56667	1084.699	79.615	290.868	0.000	0.000	0.000	0.000	0.000	0.000
6687	44.57333	1087.165	76.905	290.866	0.000	0.000	0.000	0.000	0.000	0.000
6688	44.58000	1089.405	74.629	291.040	0.000	0.000	0.000	0.000	0.000	0.000
6689	44.58667	1091.616	72.133	291.304	0.000	0.000	0.000	0.000	0.000	0.000
6690	44.59333	1093.822	69.629	291.602	0.000	0.000	0.000	0.000	0.000	0.000
6691	44.60000	1096.217	67.283	292.273	0.000	0.000	0.000	0.000	0.000	0.000
6692	44.60667	1098.559	65.120	293.061	0.000	0.000	0.000	0.000	0.000	0.000
6693	44.61333	1100.812	62.647	294.109	0.000	0.000	0.000	0.000	0.000	0.000
6694	44.62000	1103.051	60.345	295.212	0.000	0.000	0.000	0.000	0.000	0.000
6695	44.62667	1105.550	58.043	296.640	0.000	0.000	0.000	0.000	0.000	0.000
6696	44.63333	1108.146	55.910	298.272	0.000	0.000	0.000	0.000	0.000	0.000
6697	44.64000	1110.699	53.430	300.039	0.000	0.000	0.000	0.000	0.000	0.000
6698	44.64667	1113.032	51.280	301.889	0.000	0.000	0.000	0.000	0.000	0.000
6699	44.65333	1115.477	49.402	304.104	0.000	0.000	0.000	0.000	0.000	0.000
6700	44.66000	1117.904	47.011	306.269	0.000	0.000	0.000	0.000	0.000	0.000
6701	44.66667	1120.248	45.271	308.762	0.000	0.000	0.000	0.000	0.000	0.000
6702	44.67333	1122.386	43.504	311.338	0.000	0.000	0.000	0.000	0.000	0.000
6703	44.68000	1124.706	41.792	313.956	0.000	0.000	0.000	0.000	0.000	0.000
6704	44.68667	1126.633	40.296	316.893	0.000	0.000	0.000	0.000	0.000	0.000
6705	44.69333	1128.816	38.910	319.814	0.000	0.000	0.000	0.000	0.000	0.000
6706	44.70000	1130.675	37.646	322.942	0.000	0.000	0.000	0.000	0.000	0.000
6707	44.70667	1132.803	36.464	326.099	0.000	0.000	0.000	0.000	0.000	0.000
6708	44.71333	1134.459	35.572	329.394	0.000	0.000	0.000	0.000	0.000	0.000
6709	44.72000	1136.381	34.592	332.717	0.000	0.000	0.000	0.000	0.000	0.000
6710	44.72667	1138.030	33.709	336.192	0.000	0.000	0.000	0.000	0.000	0.000
6711	44.73333	1139.633	33.242	339.879	0.000	0.000	0.000	0.000	0.000	0.000
6712	44.74000	1141.286	32.773	343.589	0.000	0.000	0.000	0.000	0.000	0.000
6713	44.74667	1142.764	32.311	347.246	0.000	0.000	0.000	0.000	0.000	0.000
6714	44.75333	1144.079	32.321	351.185	0.000	0.000	0.000	0.000	0.000	0.000
6715	44.76000	1145.252	32.231	354.988	0.000	0.000	0.000	0.000	0.000	0.000
6716	44.76667	1146.329	32.417	358.936	0.000	0.000	0.000	0.000	0.000	0.000
6717	44.77333	1147.303	32.742	362.849	0.000	0.000	0.000	0.000	0.000	0.000
6718	44.78000	1148.269	33.317	367.048	0.000	0.000	0.000	0.000	0.000	0.000
6719	44.78667	1148.998	33.876	370.852	0.000	0.000	0.000	0.000	0.000	0.000
6720	44.79333	1149.638	34.747	374.885	0.000	0.000	0.000	0.000	0.000	0.000
6721	44.80000	1150.305	35.698	379.127	0.000	0.000	0.000	0.000	0.000	0.000
6722	44.80667	1150.601	36.729	383.093	0.000	0.000	0.000	0.000	0.000	0.000
6723	44.81333	1150.790	37.979	387.074	0.000	0.000	0.000	0.000	0.000	0.000
6724	44.82000	1151.006	39.345	391.191	0.000	0.000	0.000	0.000	0.000	0.000
6725	44.82667	1151.127	40.729	395.145	0.000	0.000	0.000	0.000	0.000	0.000
6726	44.83333	1150.860	42.417	398.903	0.000	0.000	0.000	0.000	0.000	0.000
6727	44.84000	1150.732	44.174	402.832	0.000	0.000	0.000	0.000	0.000	0.000
6728	44.84667	1150.242	46.274	406.754	0.000	0.000	0.000	0.000	0.000	0.000
6729	44.85333	1149.772	48.194	410.467	0.000	0.000	0.000	0.000	0.000	0.000
6730	44.86000	1148.955	50.318	414.038	0.000	0.000	0.000	0.000	0.000	0.000
6731	44.86667	1148.228	52.749	417.639	0.000	0.000	0.000	0.000	0.000	0.000
6732	44.87333	1147.272	55.262	421.074	0.000	0.000	0.000	0.000	0.000	0.000
6733	44.88000	1146.130	57.853	424.256	0.000	0.000	0.000	0.000	0.000	0.000
6734	44.88667	1144.833	60.589	427.668	0.000	0.000	0.000	0.000	0.000	0.000
6735	44.89333	1143.414	63.362	430.558	0.000	0.000	0.000	0.000	0.000	0.000
6736	44.90000	1142.128	66.349	433.618	0.000	0.000	0.000	0.000	0.000	0.000
6737	44.90667	1140.433	69.278	436.242	0.000	0.000	0.000	0.000	0.000	0.000
6738	44.91333	1138.807	72.579	439.023	0.000	0.000	0.000	0.000	0.000	0.000
6739	44.92000	1136.904	75.733	441.376	0.000	0.000	0.000	0.000	0.000	0.000
6740	44.92667	1134.948	79.170	443.843	0.000	0.000	0.000	0.000	0.000	0.000
6741	44.93333	1132.902	82.602	446.032	0.000	0.000	0.000	0.000	0.000	0.000
6742	44.94000	1130.707	86.067	447.946	0.000	0.000	0.000	0.000	0.000	0.000
6743	44.94667	1128.384	89.637	449.740	0.000	0.000	0.000	0.000	0.000	0.000
6744	44.95333	1126.059	93.437	451.572	0.000	0.000	0.000	0.000	0.000	0.000
6745	44.96000	1123.503	97.252	453.095	0.000	0.000	0.000	0.000	0.000	0.000
6746	44.96667	1120.877	101.011	454.421	0.000	0.000	0.000	0.000	0.000	0.000
6747	44.97333	1117.988	104.856	455.513	0.000	0.000	0.000	0.000	0.000	0.000
6748	44.98000	1115.228	108.684	456.574	0.000	0.000	0.000	0.000	0.000	0.000
6749	44.98667	1112.352	112.638	457.445	0.000	0.000	0.000	0.000	0.000	0.000
6750	44.99333	1109.469	116.610	458.195	0.000	0.000	0.000	0.000	0.000	0.000
6751	45.00000	1106.288	120.845	458.632	0.000	0.000	0.000	0.000	0.000	0.000
6752	45.00667	1102.899	124.756	458.896	0.000	0.000	0.000	0.000	0.000	0.000
6753	45.01333	1099.560	129.216	459.155	0.000	0.000	0.000	0.000	0.000	0.000
6754	45.02000	1096.163	133.368	458.890	0.000	0.000	0.000	0.000	0.000	0.000
6755	45.02667	1092.852	137.100	459.059	0.000	0.000	0.000	0.000	0.000	0.000
6756	45.03333	1089.072	141.110	458.648	0.000	0.000	0.000	0.000	0.000	0.000
6757	45.04000	1085.597	145.363	458.356	0.000	0.000	0.000	0.000	0.000	0.000
6758	45.04667	1081.977	149.336	457.845	0.000	0.000	0.000	0.000	0.000	0.000
6759	45.05333	1077.893	153.529	457.105	0.000	0.000	0.000	0.000	0.000	0.000
6760	45.06000	1074.197	157.432	456.272	0.000	0.000	0.000	0.000	0.000	0.000
6761	45.06667	1070.294	161.489	455.443	0.000	0.000	0.000	0.000	0.000	0.000
6762	45.07333	1066.106	165.420	454.473	0.000	0.000	0.000	0.000	0.000	0.000
6763	45.08000	1062.175	169.503	453.510	0.000	0.000	0.000	0.000	0.000	0.000
6764	45.08667	1057.855	173.558	452.261	0.000	0.000	0.000	0.000	0.000	0.000
6765	45.09333	1053.615	177.453	451.058	0.000	0.000	0.000	0.000	0.000	0.000
6766	45.10000	1049.040	181.454	449.649	0.000	0.000	0.000	0.000	0.000	0.000
6767	45.10667	1044.482	185.375	448.138	0.000	0.000	0.000	0.000	0.000	0.000
6768	45.11333	1039.651	189.314	446.676	0.000	0.000	0.000	0.000	0.000	0.000
6769	45.12000	1035.091	193.115	445.176	0.000	0.000	0.000	0.000	0.000	0.000
6770	45.12667	1030.130	197.039	443.701	0.000	0.000	0.000	0.000	0.000	0.000
6771	45.13333	1024.995	200.720	441.821	0.000	0.000	0.000	0.000	0.000	0.000
6772	45.14000	1020.039	204.334	440.163	0.000	0.000	0.000	0.000	0.000	0.000
6773	45.14667	1014.758	208.214	438.561	0.000	0.000	0.000	0.000	0.000	0.000
6774	45.15333	1009.341	211.601	436.663	0.000	0.000	0.000	0.000	0.000	0.000
6775	45.16000	1004.147	215.293	434.947	0.000	0.000	0.000	0.000	0.000	0.000
6776	45.16667	998.849	218.704	433.250	0.000	0.000	0.000	0.000	0.000	0.000
6777	45.17333	993.317	222.083	431.296	0.000	0.000	0.000	0.000	0.000	0.000
6778	45.18000	987.872	225.649	429.797	0.000	0.000	0.000	0.000	0.000	0.000
6779	45.18667	982.357	228.823	427.937	0.000	0.000	0.000	0.000	0.000	0.000
6780	45.19333	976.927	232.053	426.291	0.000	0.000	0.000	0.000	0.000	0.000
6781	45.20000	971.331	235.273	424.624	0.000	0.000	0.000	0.000	0.000	0.000
6782	45.20667	965.633	238.430	422.826	0.000	0.000	0.000	0.000	0.000	0.000
6783	45.21333	959.833	241.819	421.443	0.000	0.000	0.000	0.000	0.000	0.000
6784	45.22000	953.921	244.557	419.640	0.000	0.000	0.000	0.000	0.000	0.000
6785	45.22667	948.055	247.793	418.249	0.000	0.000	0.000	0.000	0.000	0.000
6786	45.23333	942.197	250.441	416.757	0.000	0.000	0.000	0.000	0.000	0.000
6787	45.24000	936.184	253.255	415.354	0.000	0.000	0.000	0.000	0.000	0.000
6788	45.24667	930.349	256.021	414.179	0.000	0.000	0.000	0.000	0.000	0.000
6789	45.25333	924.258	258.672	412.700	0.000	0.000	0.000	0.000	0.000	0.000
6790	45.26000	918.223	261.202	411.707	0.000	0.000	0.000	0.000	0.000	0.000
6791	45.26667	912.298	263.908	410.579	0.000	0.000	0.000	0.000	0.000	0.000
6792	45.27333	906.115	266.245	409.589	0.000	0.000	0.000	0.000	0.000	0.000
6793	45.28000	900.129	268.805	408.794	0.000	0.000	0.000	0.000	0.000	0.000
6794	45.28667	894.142	271.183	408.010	0.000	0.000	0.000	0.000	0.000	0.000
6795	45.29333	887.903	273.480	407.038	0.000	0.000	0.000	0.000	0.000	0.000
6796	45.30000	881.877	275.748	406.617	0.000	0.000	0.000	0.000	0.000	0.000
6797	45.30667	875.826	277.937	406.173	0.000	0.000	0.000	0.000	0.000	0.000
6798	45.31333	869.646	280.062	405.702	0.000	0.000	0.000	0.000	0.000	0.000
6799	45.32000	863.523	282.096	405.232	0.000	0.000	0.000	0.000	0.000	0.000
6800	45.32667	857.471	283.995	405.233	0.000	0.000	0.000	0.000	0.000	0.000
6801	45.33333	851.264	285.986	405.158	0.000	0.000	0.000	0.000	0.000	0.000
6802	45.34000	845.112	287.752	405.200	0.000	0.000	0.000	0.000	0.000	0.000
6803	45.34667	839.114	289.801	405.311	0.000	0.000	0.000	0.000	0.000	0.000
6804	45.35333	833.189	291.494	405.716	0.000	0.000	0.000	0.000	0.000	0.000
6805	45.36000	827.267	293.248	406.134	0.000	0.000	0.000	0.000	0.000	0.000
6806	45.36667	821.375	294.909	406.661	0.000	0.000	0.000	0.000	0.000	0.000
6807	45.37333	815.541	296.484	407.316	0.000	0.000	0.000	0.000	0.000	0.000
6808	45.38000	809.737	297.948	408.073	0.000	0.000	0.000	0.000	0.000	0.000
6809	45.38667	803.906	299.370	408.970	0.000	0.000	0.000	0.000	0.000	0.000
6810	45.39333	798.201	300.539	410.034	0.000	0.000	0.000	0.000	0.000	0.000
6811	45.40000	792.612	301.747	411.182	0.000	0.000	0.000	0.000	0.000	0.000
6812	45.40667	787.059	303.299	412.502	0.000	0.000	0.000	0.000	0.000	0.000
6813	45.41333	781.509	304.251	413.731	0.000	0.000	0.000	0.000	0.000	0.000
6814	45.42000	776.126	305.361	415.036	0.000	0.000	0.000	0.000	0.000	0.000
6815	45.42667	770.837	306.276	416.593	0.000	0.000	0.000	0.000	0.000	0.000
6816	45.43333	765.789	307.401	418.423	0.000	0.000	0.000	0.000	0.000	0.000
6817	45.44000	760.627	308.237	419.953	0.000	0.000	0.000	0.000	0.000	0.000
6818	45.44667	755.744	309.036	421.814	0.000	0.000	0.000	0.000	0.000	0.000
6819	45.45333	751.023	309.951	423.890	0.000	0.000	0.000	0.000	0.000	0.000
6820	45.46000	746.385	310.793	425.812	0.000	0.000	0.000	0.000	0.000	0.000
6821	45.46667	741.693	311.007	427.958	0.000	0.000	0.000	0.000	0.000	0.000
6822	45.47333	737.317	312.095	430.196	0.000	0.000	0.000	0.000	0.000	0.000
6823	45.48000	733.215	312.889	432.687	0.000	0.000	0.000	0.000	0.000	0.000
6824	45.48667	729.097	313.568	434.901	0.000	0.000	0.000	0.000	0.000	0.000
6825	45.49333	725.175	314.226	437.566	0.000	0.000	0.000	0.000	0.000	0.000
6826	45.50000	721.495	314.880	440.079	0.000	0.000	0.000	0.000	0.000	0.000
6827	45.50667	717.823	315.302	442.830	0.000	0.000	0.000	0.000	0.000	0.000
6828	45.51333	714.367	316.222	445.463	0.000	0.000	0.000	0.000	0.000	0.000
6829	45.52000	711.124	316.701	448.533	0.000	0.000	0.000	0.000	0.000	0.000
6830	45.52667	707.925	317.334	451.169	0.000	0.000	0.000	0.000	0.000	0.000
6831	45.53333	704.868	317.691	454.300	0.000	0.000	0.000	0.000	0.000	0.000
6832	45.54000	701.983	318.407	457.269	0.000	0.000	0.000	0.000	0.000	0.000
6833	45.54667	699.340	318.862	460.469	0.000	0.000	0.000	0.000	0.000	0.000
6834	45.55333	696.726	319.235	463.643	0.000	0.000	0.000	0.000	0.000	0.000
6835	45.56000	694.370	319.724	466.969	0.000	0.000	0.000	0.000	0.000	0.000
6836	45.56667	692.239	320.017	470.458	0.000	0.000	0.000	0.000	0.000	0.000
6837	45.57333	690.274	320.426	473.961	0.000	0.000	0.000	0.000	0.000	0.000
6838	45.58000	688.497	320.686	477.529	0.000	0.000	0.000	0.000	0.000	0.000
6839	45.58667	686.909	320.975	481.211	0.000	0.000	0.000	0.000	0.000	0.000
6840	45.59333	685.526	321.253	485.051	0.000	0.000	0.000	0.000	0.000	0.000
6841	45.60000	684.482	321.681	489.073	0.000	0.000	0.000	0.000	0.000	0.000
6842	45.60667	683.561	322.099	493.057	0.000	0.000	0.000	0.000	0.000	0.000
6843	45.61333	682.875	322.289	497.295	0.000	0.000	0.000	0.000	0.000	0.000
6844	45.62000	682.357	322.534	501.731	0.000	0.000	0.000	0.000	0.000	0.000
6845	45.62667	681.960	322.762	505.878	0.000	0.000	0.000	0.000	0.000	0.000
6846	45.63333	681.774	322.862	510.252	0.000	0.000	0.000	0.000	0.000	0.000
6847	45.64000	681.826	323.142	514.852	0.000	0.000	0.000	0.000	0.000	0.000
6848	45.64667	681.990	323.055	519.279	0.000	0.000	0.000	0.000	0.000	0.000
6849	45.65333	682.536	322.997	524.158	0.000	0.000	0.000	0.000	0.000	0.000
6850	45.66000	683.141	322.900	529.021	0.000	0.000	0.000	0.000	0.000	0.000
6851	45.66667	683.933	322.444	533.704	0.000	0.000	0.000	0.000	0.000	0.000
6852	45.67333	684.970	322.195	538.702	0.000	0.000	0.000	0.000	0.000	0.000
6853	45.68000	686.200	321.717	543.711	0.000	0.000	0.000	0.000	0.000	0.000
6854	45.68667	687.612	321.254	548.821	0.000	0.000	0.000	0.000	0.000	0.000
6855	45.69333	689.327	320.658	554.104	0.000	0.000	0.000	0.000	0.000	0.000
6856	45.70000	691.284	320.130	559.423	0.000	0.000	0.000	0.000	0.000	0.000
6857	45.70667	693.432	319.460	564.724	0.000	0.000	0.000	0.000	0.000	0.000
6858	45.71333	695.814	318.643	570.138	0.000	0.000	0.000	0.000	0.000	0.000
6859	45.72000	698.508	317.791	575.619	0.000	0.000	0.000	0.000	0.000	0.000
6860	45.72667	701.297	316.777	581.023	0.000	0.000	0.000	0.000	0.000	0.000
6861	45.73333	704.369	315.856	586.625	0.000	0.000	0.000	0.000	0.000	0.000
6862	45.74000	707.693	314.749	592.102	0.000	0.000	0.000	0.000	0.000	0.000
6863	45.74667	711.019	313.627	597.578	0.000	0.000	0.000	0.000	0.000	0.000
6864	45.75333	714.892	312.331	603.012	0.000	0.000	0.000	0.000	0.000	0.000
6865	45.76000	718.601	310.912	608.364	0.000	0.000	0.000	0.000	0.000	0.000
6866	45.76667	722.685	309.281	613.831	0.000	0.000	0.000	0.000	0.000	0.000
6867	45.77333	726.801	307.568	618.938	0.000	0.000	0.000	0.000	0.000	0.000
6868	45.78000	731.065	305.795	623.878	0.000	0.000	0.000	0.000	0.000	0.000
6869	45.78667	735.545	304.026	628.852	0.000	0.000	0.000	0.000	0.000	0.000
6870	45.79333	740.091	302.057	633.787	0.000	0.000	0.000	0.000	0.000	0.000
6871	45.80000	744.892	299.838	638.523	0.000	0.000	0.000	0.000	0.000	0.000
6872	45.80667	749.732	297.588	643.158	0.000	0.000	0.000	0.000	0.000	0.000
6873	45.81333	754.780	295.352	647.748	0.000	0.000	0.000	0.000	0.000	0.000
6874	45.82000	759.865	293.098	652.086	0.000	0.000	0.000	0.000	0.000	0.000
6875	45.82667	765.009	290.529	656.343	0.000	0.000	0.000	0.000	0.000	0.000
6876	45.83333	770.491	287.913	660.364	0.000	0.000	0.000	0.000	0.000	0.000
6877	45.84000	776.063	285.549	664.368	0.000	0.000	0.000	0.000	0.000	0.000
6878	45.84667	781.635	282.748	668.070	0.000	0.000	0.000	0.000	0.000	0.000
6879	45.85333	787.415	280.122	671.761	0.000	0.000	0.000	0.000	0.000	0.000
6880	45.86000	793.244	277.302	675.220	0.000	0.000	0.000	0.000	0.000	0.000
6881	45.86667	799.150	274.448	678.397	0.000	0.000	0.000	0.000	0.000	0.000
6882	45.87333	805.330	271.522	681.523	0.000	0.000	0.000	0.000	0.000	0.000
6883	45.88000	811.541	268.566	684.415	0.000	0.000	0.000	0.000	0.000	0.000
6884	45.88667	817.722	265.354	687.064	0.000	0.000	0.000	0.000	0.000	0.000
6885	45.89333	824.003	262.262	689.465	0.000	0.000	0.000	0.000	0.000	0.000
6886	45.90000	830.338	258.867	691.643	0.000	0.000	0.000	0.000	0.000	0.000
6887	45.90667	836.868	255.482	693.798	0.000	0.000	0.000	0.000	0.000	0.000
6888	45.91333	843.571	251.966	695.568	0.000	0.000	0.000	0.000	0.000	0.000
6889	45.92000	850.248	248.744	696.990	0.000	0.000	0.000	0.000	0.000	0.000
6890	45.92667	857.028	245.226	698.361	0.000	0.000	0.000	0.000	0.000	0.000
6891	45.93333	863.655	241.782	699.321	0.000	0.000	0.000	0.000	0.000	0.000
6892	45.94000	870.231	238.931	700.241	0.000	0.000	0.000	0.000	0.000	0.000
6893	45.94667	877.306	235.375	700.902	0.000	0.000	0.000	0.000	0.000	0.000
6894	45.95333	884.054	232.063	701.331	0.000	0.000	0.000	0.000	0.000	0.000
6895	45.96000	891.218	228.802	701.676	0.000	0.000	0.000	0.000	0.000	0.000
6896	45.96667	898.114	225.301	701.785	0.000	0.000	0.000	0.000	0.000	0.000
6897	45.97333	905.304	222.009	701.439	0.000	0.000	0.000	0.000	0.000	0.000
6898	45.98000	912.245	218.395	701.059	0.000	0.000	0.000	0.000	0.000	0.000
6899	45.98667	919.284	215.209	700.289	0.000	0.000	0.000	0.000	0.000	0.000
6900	45.99333	926.356	211.820	699.289	0.000	0.000	0.000	0.000	0.000	0.000
6901	46.00000	933.197	208.521	698.346	0.000	0.000	0.000	0.000	0.000	0.000
6902	46.00667	940.063	205.211	696.867	0.000	0.000	0.000	0.000	0.000	0.000
