NO_OF_FRAMES	9217
NO_OF_CAMERAS	8
NO_OF_MARKERS	3
FREQUENCY	150
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-01-16, 10:54:23.294	2216.09629770
DATA_INCLUDED	3D
MARKER_NAMES	marker1		
Frame	Time	marker1 X	marker1 Y	marker1 Z	 X	 Y	 Z	 X	 Y	 Z	
1482	9.87333	1060.135	125.719	323.222	0.000	0.000	0.000	0.000	0.000	0.000
1483	9.88000	1056.460	126.535	320.357	0.000	0.000	0.000	0.000	0.000	0.000
1484	9.88667	1052.653	127.450	317.327	0.000	0.000	0.000	0.000	0.000	0.000
1485	9.89333	1048.769	128.120	314.459	0.000	0.000	0.000	0.000	0.000	0.000
1486	9.90000	1044.938	128.866	311.319	0.000	0.000	0.000	0.000	0.000	0.000
1487	9.90667	1041.204	129.514	308.235	0.000	0.000	0.000	0.000	0.000	0.000
1488	9.91333	1037.460	130.267	305.030	0.000	0.000	0.000	0.000	0.000	0.000
1489	9.92000	1033.841	130.845	302.068	0.000	0.000	0.000	0.000	0.000	0.000
1490	9.92667	1030.145	131.839	298.933	0.000	0.000	0.000	0.000	0.000	0.000
1491	9.93333	1026.430	132.497	295.919	0.000	0.000	0.000	0.000	0.000	0.000
1492	9.94000	1022.616	133.044	292.772	0.000	0.000	0.000	0.000	0.000	0.000
1493	9.94667	1018.777	133.729	289.650	0.000	0.000	0.000	0.000	0.000	0.000
1494	9.95333	1014.900	134.285	286.684	0.000	0.000	0.000	0.000	0.000	0.000
1495	9.96000	1011.087	134.925	283.690	0.000	0.000	0.000	0.000	0.000	0.000
1496	9.96667	1007.386	135.561	280.781	0.000	0.000	0.000	0.000	0.000	0.000
1497	9.97333	1003.757	136.235	277.936	0.000	0.000	0.000	0.000	0.000	0.000
1498	9.98000	1000.226	136.933	275.117	0.000	0.000	0.000	0.000	0.000	0.000
1499	9.98667	996.699	137.534	272.358	0.000	0.000	0.000	0.000	0.000	0.000
1500	9.99333	993.213	138.184	269.560	0.000	0.000	0.000	0.000	0.000	0.000
1501	10.00000	989.831	138.802	266.907	0.000	0.000	0.000	0.000	0.000	0.000
1502	10.00667	986.496	139.474	264.363	0.000	0.000	0.000	0.000	0.000	0.000
1503	10.01333	983.260	140.075	261.876	0.000	0.000	0.000	0.000	0.000	0.000
1504	10.02000	980.071	140.717	259.510	0.000	0.000	0.000	0.000	0.000	0.000
1505	10.02667	977.107	141.345	257.590	0.000	0.000	0.000	0.000	0.000	0.000
1506	10.03333	974.129	142.118	255.876	0.000	0.000	0.000	0.000	0.000	0.000
1507	10.04000	971.227	142.704	254.132	0.000	0.000	0.000	0.000	0.000	0.000
1508	10.04667	968.595	143.373	252.872	0.000	0.000	0.000	0.000	0.000	0.000
1509	10.05333	966.039	143.957	251.604	0.000	0.000	0.000	0.000	0.000	0.000
1510	10.06000	963.702	144.762	250.740	0.000	0.000	0.000	0.000	0.000	0.000
1511	10.06667	961.317	145.571	250.182	0.000	0.000	0.000	0.000	0.000	0.000
1512	10.07333	959.147	146.259	249.769	0.000	0.000	0.000	0.000	0.000	0.000
1513	10.08000	957.427	147.188	249.417	0.000	0.000	0.000	0.000	0.000	0.000
1514	10.08667	955.838	148.246	249.589	0.000	0.000	0.000	0.000	0.000	0.000
1515	10.09333	954.480	149.179	249.809	0.000	0.000	0.000	0.000	0.000	0.000
1516	10.10000	953.236	150.239	250.381	0.000	0.000	0.000	0.000	0.000	0.000
1517	10.10667	952.432	151.665	251.344	0.000	0.000	0.000	0.000	0.000	0.000
1518	10.11333	951.502	152.996	252.529	0.000	0.000	0.000	0.000	0.000	0.000
1519	10.12000	950.846	154.545	253.885	0.000	0.000	0.000	0.000	0.000	0.000
1520	10.12667	950.369	156.094	255.707	0.000	0.000	0.000	0.000	0.000	0.000
1521	10.13333	949.660	157.914	257.750	0.000	0.000	0.000	0.000	0.000	0.000
1522	10.14000	949.328	159.753	260.070	0.000	0.000	0.000	0.000	0.000	0.000
1523	10.14667	948.976	161.569	262.636	0.000	0.000	0.000	0.000	0.000	0.000
1524	10.15333	948.586	163.624	265.493	0.000	0.000	0.000	0.000	0.000	0.000
1525	10.16000	948.432	165.664	268.644	0.000	0.000	0.000	0.000	0.000	0.000
1526	10.16667	948.303	167.625	271.945	0.000	0.000	0.000	0.000	0.000	0.000
1527	10.17333	948.073	169.915	275.515	0.000	0.000	0.000	0.000	0.000	0.000
1528	10.18000	948.268	172.149	279.413	0.000	0.000	0.000	0.000	0.000	0.000
1529	10.18667	948.366	174.175	283.221	0.000	0.000	0.000	0.000	0.000	0.000
1530	10.19333	948.515	176.670	287.486	0.000	0.000	0.000	0.000	0.000	0.000
1531	10.20000	948.681	179.000	291.796	0.000	0.000	0.000	0.000	0.000	0.000
1532	10.20667	949.185	181.340	296.329	0.000	0.000	0.000	0.000	0.000	0.000
1533	10.21333	949.702	183.847	301.185	0.000	0.000	0.000	0.000	0.000	0.000
1534	10.22000	949.919	186.181	306.002	0.000	0.000	0.000	0.000	0.000	0.000
1535	10.22667	950.410	188.639	310.932	0.000	0.000	0.000	0.000	0.000	0.000
1536	10.23333	951.049	190.986	316.298	0.000	0.000	0.000	0.000	0.000	0.000
1537	10.24000	951.504	193.459	321.396	0.000	0.000	0.000	0.000	0.000	0.000
1538	10.24667	951.837	195.891	326.687	0.000	0.000	0.000	0.000	0.000	0.000
1539	10.25333	952.473	198.184	331.959	0.000	0.000	0.000	0.000	0.000	0.000
1540	10.26000	953.227	200.675	337.670	0.000	0.000	0.000	0.000	0.000	0.000
1541	10.26667	953.781	202.955	343.031	0.000	0.000	0.000	0.000	0.000	0.000
1542	10.27333	954.200	205.475	348.348	0.000	0.000	0.000	0.000	0.000	0.000
1543	10.28000	955.066	207.814	354.016	0.000	0.000	0.000	0.000	0.000	0.000
1544	10.28667	955.810	210.102	359.332	0.000	0.000	0.000	0.000	0.000	0.000
1545	10.29333	956.528	212.480	364.540	0.000	0.000	0.000	0.000	0.000	0.000
1546	10.30000	957.253	214.808	369.821	0.000	0.000	0.000	0.000	0.000	0.000
1547	10.30667	958.139	217.152	375.048	0.000	0.000	0.000	0.000	0.000	0.000
1548	10.31333	959.092	219.387	379.995	0.000	0.000	0.000	0.000	0.000	0.000
1549	10.32000	960.076	221.717	384.913	0.000	0.000	0.000	0.000	0.000	0.000
1550	10.32667	961.112	223.920	389.598	0.000	0.000	0.000	0.000	0.000	0.000
1551	10.33333	962.298	226.284	394.061	0.000	0.000	0.000	0.000	0.000	0.000
1552	10.34000	963.479	228.490	398.450	0.000	0.000	0.000	0.000	0.000	0.000
1553	10.34667	964.811	230.682	402.481	0.000	0.000	0.000	0.000	0.000	0.000
1554	10.35333	966.202	232.987	406.396	0.000	0.000	0.000	0.000	0.000	0.000
1555	10.36000	967.491	234.867	409.887	0.000	0.000	0.000	0.000	0.000	0.000
1556	10.36667	968.655	237.454	413.262	0.000	0.000	0.000	0.000	0.000	0.000
1557	10.37333	970.106	239.616	416.399	0.000	0.000	0.000	0.000	0.000	0.000
1558	10.38000	971.586	241.684	419.107	0.000	0.000	0.000	0.000	0.000	0.000
1559	10.38667	972.865	243.721	421.463	0.000	0.000	0.000	0.000	0.000	0.000
1560	10.39333	974.287	245.789	423.830	0.000	0.000	0.000	0.000	0.000	0.000
1561	10.40000	975.702	247.899	425.689	0.000	0.000	0.000	0.000	0.000	0.000
1562	10.40667	976.998	249.897	427.325	0.000	0.000	0.000	0.000	0.000	0.000
1563	10.41333	978.267	251.727	428.355	0.000	0.000	0.000	0.000	0.000	0.000
1564	10.42000	979.502	253.580	429.101	0.000	0.000	0.000	0.000	0.000	0.000
1565	10.42667	980.689	255.606	429.713	0.000	0.000	0.000	0.000	0.000	0.000
1566	10.43333	981.838	257.241	429.693	0.000	0.000	0.000	0.000	0.000	0.000
1567	10.44000	982.996	259.370	429.621	0.000	0.000	0.000	0.000	0.000	0.000
1568	10.44667	984.173	260.945	429.036	0.000	0.000	0.000	0.000	0.000	0.000
1569	10.45333	985.061	262.648	427.877	0.000	0.000	0.000	0.000	0.000	0.000
1570	10.46000	986.105	264.246	426.588	0.000	0.000	0.000	0.000	0.000	0.000
1571	10.46667	986.974	265.604	424.707	0.000	0.000	0.000	0.000	0.000	0.000
1572	10.47333	987.657	266.806	422.578	0.000	0.000	0.000	0.000	0.000	0.000
1573	10.48000	988.514	268.200	420.028	0.000	0.000	0.000	0.000	0.000	0.000
1574	10.48667	989.098	269.365	417.178	0.000	0.000	0.000	0.000	0.000	0.000
1575	10.49333	989.794	270.517	413.910	0.000	0.000	0.000	0.000	0.000	0.000
1576	10.50000	990.385	271.321	410.415	0.000	0.000	0.000	0.000	0.000	0.000
1577	10.50667	990.852	272.316	406.529	0.000	0.000	0.000	0.000	0.000	0.000
1578	10.51333	991.493	273.408	402.409	0.000	0.000	0.000	0.000	0.000	0.000
1579	10.52000	991.909	274.126	397.923	0.000	0.000	0.000	0.000	0.000	0.000
1580	10.52667	992.313	274.749	393.124	0.000	0.000	0.000	0.000	0.000	0.000
1581	10.53333	992.821	275.517	388.175	0.000	0.000	0.000	0.000	0.000	0.000
1582	10.54000	993.071	276.052	382.939	0.000	0.000	0.000	0.000	0.000	0.000
1583	10.54667	993.248	276.480	377.361	0.000	0.000	0.000	0.000	0.000	0.000
1584	10.55333	993.652	276.752	371.866	0.000	0.000	0.000	0.000	0.000	0.000
1585	10.56000	993.757	277.109	366.163	0.000	0.000	0.000	0.000	0.000	0.000
1586	10.56667	993.867	277.295	360.240	0.000	0.000	0.000	0.000	0.000	0.000
1587	10.57333	993.763	277.321	353.995	0.000	0.000	0.000	0.000	0.000	0.000
1588	10.58000	993.592	277.408	347.783	0.000	0.000	0.000	0.000	0.000	0.000
1589	10.58667	993.320	277.165	341.274	0.000	0.000	0.000	0.000	0.000	0.000
1590	10.59333	992.875	276.845	334.818	0.000	0.000	0.000	0.000	0.000	0.000
1591	10.60000	992.473	276.474	328.384	0.000	0.000	0.000	0.000	0.000	0.000
1592	10.60667	991.845	276.024	321.895	0.000	0.000	0.000	0.000	0.000	0.000
1593	10.61333	991.024	275.483	315.234	0.000	0.000	0.000	0.000	0.000	0.000
1594	10.62000	990.157	274.705	308.644	0.000	0.000	0.000	0.000	0.000	0.000
1595	10.62667	989.007	274.212	302.134	0.000	0.000	0.000	0.000	0.000	0.000
1596	10.63333	987.716	273.512	295.618	0.000	0.000	0.000	0.000	0.000	0.000
1597	10.64000	986.139	272.446	289.029	0.000	0.000	0.000	0.000	0.000	0.000
1598	10.64667	984.707	271.523	282.823	0.000	0.000	0.000	0.000	0.000	0.000
1599	10.65333	983.078	270.546	276.640	0.000	0.000	0.000	0.000	0.000	0.000
1600	10.66000	981.083	269.498	270.263	0.000	0.000	0.000	0.000	0.000	0.000
1601	10.66667	979.211	268.582	264.441	0.000	0.000	0.000	0.000	0.000	0.000
1602	10.67333	976.926	267.697	258.566	0.000	0.000	0.000	0.000	0.000	0.000
1603	10.68000	974.548	266.665	252.965	0.000	0.000	0.000	0.000	0.000	0.000
1604	10.68667	971.945	265.615	247.442	0.000	0.000	0.000	0.000	0.000	0.000
1605	10.69333	969.194	264.634	242.310	0.000	0.000	0.000	0.000	0.000	0.000
1606	10.70000	966.290	263.562	237.189	0.000	0.000	0.000	0.000	0.000	0.000
1607	10.70667	963.113	262.564	232.310	0.000	0.000	0.000	0.000	0.000	0.000
1608	10.71333	959.815	261.633	227.943	0.000	0.000	0.000	0.000	0.000	0.000
1609	10.72000	956.284	260.830	223.464	0.000	0.000	0.000	0.000	0.000	0.000
1610	10.72667	952.664	259.945	219.311	0.000	0.000	0.000	0.000	0.000	0.000
1611	10.73333	948.911	259.212	215.619	0.000	0.000	0.000	0.000	0.000	0.000
1612	10.74000	944.958	258.379	211.940	0.000	0.000	0.000	0.000	0.000	0.000
1613	10.74667	941.018	257.745	208.867	0.000	0.000	0.000	0.000	0.000	0.000
1614	10.75333	936.717	257.182	205.703	0.000	0.000	0.000	0.000	0.000	0.000
1615	10.76000	932.343	256.582	203.063	0.000	0.000	0.000	0.000	0.000	0.000
1616	10.76667	927.959	256.019	200.737	0.000	0.000	0.000	0.000	0.000	0.000
1617	10.77333	923.453	255.438	198.613	0.000	0.000	0.000	0.000	0.000	0.000
1618	10.78000	918.759	255.057	196.888	0.000	0.000	0.000	0.000	0.000	0.000
1619	10.78667	914.041	254.665	195.356	0.000	0.000	0.000	0.000	0.000	0.000
1620	10.79333	909.364	254.160	194.130	0.000	0.000	0.000	0.000	0.000	0.000
1621	10.80000	904.516	253.976	193.357	0.000	0.000	0.000	0.000	0.000	0.000
1622	10.80667	899.714	253.570	192.706	0.000	0.000	0.000	0.000	0.000	0.000
1623	10.81333	894.872	253.355	192.449	0.000	0.000	0.000	0.000	0.000	0.000
1624	10.82000	889.872	253.119	192.272	0.000	0.000	0.000	0.000	0.000	0.000
1625	10.82667	885.013	253.018	192.565	0.000	0.000	0.000	0.000	0.000	0.000
1626	10.83333	880.289	253.015	193.024	0.000	0.000	0.000	0.000	0.000	0.000
1627	10.84000	875.562	252.955	193.747	0.000	0.000	0.000	0.000	0.000	0.000
1628	10.84667	870.844	252.953	194.675	0.000	0.000	0.000	0.000	0.000	0.000
1629	10.85333	866.234	253.066	196.000	0.000	0.000	0.000	0.000	0.000	0.000
1630	10.86000	861.787	253.085	197.441	0.000	0.000	0.000	0.000	0.000	0.000
1631	10.86667	857.463	253.248	199.096	0.000	0.000	0.000	0.000	0.000	0.000
1632	10.87333	853.183	253.559	201.057	0.000	0.000	0.000	0.000	0.000	0.000
1633	10.88000	849.108	253.817	203.148	0.000	0.000	0.000	0.000	0.000	0.000
1634	10.88667	845.235	254.415	205.292	0.000	0.000	0.000	0.000	0.000	0.000
1635	10.89333	841.394	254.775	207.831	0.000	0.000	0.000	0.000	0.000	0.000
1636	10.90000	837.876	255.556	210.449	0.000	0.000	0.000	0.000	0.000	0.000
1637	10.90667	834.305	256.236	213.310	0.000	0.000	0.000	0.000	0.000	0.000
1638	10.91333	831.060	257.024	216.092	0.000	0.000	0.000	0.000	0.000	0.000
1639	10.92000	827.879	257.898	219.249	0.000	0.000	0.000	0.000	0.000	0.000
1640	10.92667	824.756	258.909	222.435	0.000	0.000	0.000	0.000	0.000	0.000
1641	10.93333	822.035	259.947	225.797	0.000	0.000	0.000	0.000	0.000	0.000
1642	10.94000	819.402	260.963	229.238	0.000	0.000	0.000	0.000	0.000	0.000
1643	10.94667	816.799	262.267	232.870	0.000	0.000	0.000	0.000	0.000	0.000
1644	10.95333	814.551	263.568	236.495	0.000	0.000	0.000	0.000	0.000	0.000
1645	10.96000	812.431	264.998	240.069	0.000	0.000	0.000	0.000	0.000	0.000
1646	10.96667	810.459	266.392	243.895	0.000	0.000	0.000	0.000	0.000	0.000
1647	10.97333	808.814	268.160	247.634	0.000	0.000	0.000	0.000	0.000	0.000
1648	10.98000	807.273	269.920	251.310	0.000	0.000	0.000	0.000	0.000	0.000
1649	10.98667	806.027	271.807	255.106	0.000	0.000	0.000	0.000	0.000	0.000
1650	10.99333	804.899	273.983	258.945	0.000	0.000	0.000	0.000	0.000	0.000
1651	11.00000	803.882	275.952	262.799	0.000	0.000	0.000	0.000	0.000	0.000
1652	11.00667	803.229	278.037	266.679	0.000	0.000	0.000	0.000	0.000	0.000
1653	11.01333	802.595	280.248	270.578	0.000	0.000	0.000	0.000	0.000	0.000
1654	11.02000	802.222	282.648	274.237	0.000	0.000	0.000	0.000	0.000	0.000
1655	11.02667	801.906	284.794	278.131	0.000	0.000	0.000	0.000	0.000	0.000
1656	11.03333	801.902	286.972	281.863	0.000	0.000	0.000	0.000	0.000	0.000
1657	11.04000	802.026	289.447	285.609	0.000	0.000	0.000	0.000	0.000	0.000
1658	11.04667	802.185	291.883	289.202	0.000	0.000	0.000	0.000	0.000	0.000
1659	11.05333	802.608	294.311	292.628	0.000	0.000	0.000	0.000	0.000	0.000
1660	11.06000	803.171	296.739	296.139	0.000	0.000	0.000	0.000	0.000	0.000
1661	11.06667	804.016	298.990	299.465	0.000	0.000	0.000	0.000	0.000	0.000
1662	11.07333	804.956	301.580	302.651	0.000	0.000	0.000	0.000	0.000	0.000
1663	11.08000	806.122	303.779	305.724	0.000	0.000	0.000	0.000	0.000	0.000
1664	11.08667	807.496	306.218	308.806	0.000	0.000	0.000	0.000	0.000	0.000
1665	11.09333	808.777	308.601	311.421	0.000	0.000	0.000	0.000	0.000	0.000
1666	11.10000	810.431	310.967	314.052	0.000	0.000	0.000	0.000	0.000	0.000
1667	11.10667	812.147	313.339	316.519	0.000	0.000	0.000	0.000	0.000	0.000
1668	11.11333	814.035	315.578	318.759	0.000	0.000	0.000	0.000	0.000	0.000
1669	11.12000	815.776	317.806	320.726	0.000	0.000	0.000	0.000	0.000	0.000
1670	11.12667	817.885	320.047	322.543	0.000	0.000	0.000	0.000	0.000	0.000
1671	11.13333	820.058	322.078	324.178	0.000	0.000	0.000	0.000	0.000	0.000
1672	11.14000	822.269	324.457	325.495	0.000	0.000	0.000	0.000	0.000	0.000
1673	11.14667	824.564	326.274	326.560	0.000	0.000	0.000	0.000	0.000	0.000
1674	11.15333	827.053	328.118	327.656	0.000	0.000	0.000	0.000	0.000	0.000
1675	11.16000	829.637	329.930	328.363	0.000	0.000	0.000	0.000	0.000	0.000
1676	11.16667	832.303	331.587	328.656	0.000	0.000	0.000	0.000	0.000	0.000
1677	11.17333	835.088	333.202	328.954	0.000	0.000	0.000	0.000	0.000	0.000
1678	11.18000	837.958	334.688	328.784	0.000	0.000	0.000	0.000	0.000	0.000
1679	11.18667	841.060	336.021	328.650	0.000	0.000	0.000	0.000	0.000	0.000
1680	11.19333	844.101	337.078	328.037	0.000	0.000	0.000	0.000	0.000	0.000
1681	11.20000	847.295	338.207	327.289	0.000	0.000	0.000	0.000	0.000	0.000
1682	11.20667	850.583	339.215	326.118	0.000	0.000	0.000	0.000	0.000	0.000
1683	11.21333	853.812	339.933	324.806	0.000	0.000	0.000	0.000	0.000	0.000
1684	11.22000	857.177	340.803	323.298	0.000	0.000	0.000	0.000	0.000	0.000
1685	11.22667	860.583	341.359	321.580	0.000	0.000	0.000	0.000	0.000	0.000
1686	11.23333	863.985	341.655	319.610	0.000	0.000	0.000	0.000	0.000	0.000
1687	11.24000	867.242	341.690	317.319	0.000	0.000	0.000	0.000	0.000	0.000
1688	11.24667	870.624	341.799	315.017	0.000	0.000	0.000	0.000	0.000	0.000
1689	11.25333	873.929	341.550	312.386	0.000	0.000	0.000	0.000	0.000	0.000
1690	11.26000	877.221	341.191	309.557	0.000	0.000	0.000	0.000	0.000	0.000
1691	11.26667	880.506	340.700	306.786	0.000	0.000	0.000	0.000	0.000	0.000
1692	11.27333	883.880	340.176	303.652	0.000	0.000	0.000	0.000	0.000	0.000
1693	11.28000	887.034	339.434	300.383	0.000	0.000	0.000	0.000	0.000	0.000
1694	11.28667	890.357	338.766	297.068	0.000	0.000	0.000	0.000	0.000	0.000
1695	11.29333	893.450	337.760	293.647	0.000	0.000	0.000	0.000	0.000	0.000
1696	11.30000	896.707	336.865	290.078	0.000	0.000	0.000	0.000	0.000	0.000
1697	11.30667	899.964	335.610	286.650	0.000	0.000	0.000	0.000	0.000	0.000
1698	11.31333	903.158	334.272	283.026	0.000	0.000	0.000	0.000	0.000	0.000
1699	11.32000	906.513	332.741	279.702	0.000	0.000	0.000	0.000	0.000	0.000
1700	11.32667	909.667	331.364	276.016	0.000	0.000	0.000	0.000	0.000	0.000
1701	11.33333	912.975	329.672	272.494	0.000	0.000	0.000	0.000	0.000	0.000
1702	11.34000	916.334	327.993	269.136	0.000	0.000	0.000	0.000	0.000	0.000
1703	11.34667	919.740	326.194	265.771	0.000	0.000	0.000	0.000	0.000	0.000
1704	11.35333	923.052	324.271	262.515	0.000	0.000	0.000	0.000	0.000	0.000
1705	11.36000	926.629	322.360	259.365	0.000	0.000	0.000	0.000	0.000	0.000
1706	11.36667	930.034	320.295	256.294	0.000	0.000	0.000	0.000	0.000	0.000
1707	11.37333	933.560	318.122	253.259	0.000	0.000	0.000	0.000	0.000	0.000
1708	11.38000	937.071	315.843	250.461	0.000	0.000	0.000	0.000	0.000	0.000
1709	11.38667	940.642	313.584	247.429	0.000	0.000	0.000	0.000	0.000	0.000
1710	11.39333	944.301	311.230	244.827	0.000	0.000	0.000	0.000	0.000	0.000
1711	11.40000	948.130	308.563	242.390	0.000	0.000	0.000	0.000	0.000	0.000
1712	11.40667	951.876	306.340	240.101	0.000	0.000	0.000	0.000	0.000	0.000
1713	11.41333	955.702	303.977	237.795	0.000	0.000	0.000	0.000	0.000	0.000
1714	11.42000	959.481	301.343	235.680	0.000	0.000	0.000	0.000	0.000	0.000
1715	11.42667	963.460	299.030	233.746	0.000	0.000	0.000	0.000	0.000	0.000
1716	11.43333	967.262	296.449	231.968	0.000	0.000	0.000	0.000	0.000	0.000
1717	11.44000	971.255	293.820	230.359	0.000	0.000	0.000	0.000	0.000	0.000
1718	11.44667	975.187	291.377	228.966	0.000	0.000	0.000	0.000	0.000	0.000
1719	11.45333	979.254	288.799	227.705	0.000	0.000	0.000	0.000	0.000	0.000
1720	11.46000	983.273	286.401	226.748	0.000	0.000	0.000	0.000	0.000	0.000
1721	11.46667	987.474	283.732	225.810	0.000	0.000	0.000	0.000	0.000	0.000
1722	11.47333	991.566	281.358	225.289	0.000	0.000	0.000	0.000	0.000	0.000
1723	11.48000	995.822	278.803	225.045	0.000	0.000	0.000	0.000	0.000	0.000
1724	11.48667	999.923	276.291	224.747	0.000	0.000	0.000	0.000	0.000	0.000
1725	11.49333	1004.218	273.730	224.775	0.000	0.000	0.000	0.000	0.000	0.000
1726	11.50000	1008.239	271.362	224.906	0.000	0.000	0.000	0.000	0.000	0.000
1727	11.50667	1012.515	269.034	225.374	0.000	0.000	0.000	0.000	0.000	0.000
1728	11.51333	1016.515	266.589	225.992	0.000	0.000	0.000	0.000	0.000	0.000
1729	11.52000	1020.681	264.235	226.838	0.000	0.000	0.000	0.000	0.000	0.000
1730	11.52667	1024.772	261.815	227.822	0.000	0.000	0.000	0.000	0.000	0.000
1731	11.53333	1028.746	259.940	229.168	0.000	0.000	0.000	0.000	0.000	0.000
1732	11.54000	1032.672	257.576	230.529	0.000	0.000	0.000	0.000	0.000	0.000
1733	11.54667	1036.719	255.362	232.167	0.000	0.000	0.000	0.000	0.000	0.000
1734	11.55333	1040.700	253.405	234.061	0.000	0.000	0.000	0.000	0.000	0.000
1735	11.56000	1044.412	251.124	236.052	0.000	0.000	0.000	0.000	0.000	0.000
1736	11.56667	1048.244	249.161	238.404	0.000	0.000	0.000	0.000	0.000	0.000
1737	11.57333	1051.960	247.247	240.897	0.000	0.000	0.000	0.000	0.000	0.000
1738	11.58000	1055.518	245.193	243.538	0.000	0.000	0.000	0.000	0.000	0.000
1739	11.58667	1059.046	243.478	246.398	0.000	0.000	0.000	0.000	0.000	0.000
1740	11.59333	1062.368	241.705	249.446	0.000	0.000	0.000	0.000	0.000	0.000
1741	11.60000	1065.630	240.135	252.652	0.000	0.000	0.000	0.000	0.000	0.000
1742	11.60667	1068.851	238.473	256.110	0.000	0.000	0.000	0.000	0.000	0.000
1743	11.61333	1071.982	236.881	259.767	0.000	0.000	0.000	0.000	0.000	0.000
1744	11.62000	1074.880	235.526	263.524	0.000	0.000	0.000	0.000	0.000	0.000
1745	11.62667	1077.607	234.271	267.683	0.000	0.000	0.000	0.000	0.000	0.000
1746	11.63333	1080.418	232.698	271.837	0.000	0.000	0.000	0.000	0.000	0.000
1747	11.64000	1082.689	231.417	275.942	0.000	0.000	0.000	0.000	0.000	0.000
1748	11.64667	1085.099	230.359	280.313	0.000	0.000	0.000	0.000	0.000	0.000
1749	11.65333	1087.214	229.206	284.925	0.000	0.000	0.000	0.000	0.000	0.000
1750	11.66000	1089.197	228.235	289.540	0.000	0.000	0.000	0.000	0.000	0.000
1751	11.66667	1091.215	227.239	294.385	0.000	0.000	0.000	0.000	0.000	0.000
1752	11.67333	1092.776	226.426	299.170	0.000	0.000	0.000	0.000	0.000	0.000
1753	11.68000	1094.292	225.465	304.054	0.000	0.000	0.000	0.000	0.000	0.000
1754	11.68667	1095.667	224.796	309.219	0.000	0.000	0.000	0.000	0.000	0.000
1755	11.69333	1096.719	223.914	313.996	0.000	0.000	0.000	0.000	0.000	0.000
1756	11.70000	1097.805	223.422	319.164	0.000	0.000	0.000	0.000	0.000	0.000
1757	11.70667	1098.614	222.895	324.237	0.000	0.000	0.000	0.000	0.000	0.000
1758	11.71333	1099.181	222.320	329.208	0.000	0.000	0.000	0.000	0.000	0.000
1759	11.72000	1099.712	222.007	334.334	0.000	0.000	0.000	0.000	0.000	0.000
1760	11.72667	1100.085	221.605	339.196	0.000	0.000	0.000	0.000	0.000	0.000
1761	11.73333	1100.189	221.411	344.044	0.000	0.000	0.000	0.000	0.000	0.000
1762	11.74000	1100.312	221.306	348.934	0.000	0.000	0.000	0.000	0.000	0.000
1763	11.74667	1100.164	221.000	353.483	0.000	0.000	0.000	0.000	0.000	0.000
1764	11.75333	1100.061	220.767	358.264	0.000	0.000	0.000	0.000	0.000	0.000
1765	11.76000	1099.542	220.624	362.500	0.000	0.000	0.000	0.000	0.000	0.000
1766	11.76667	1099.110	220.625	366.798	0.000	0.000	0.000	0.000	0.000	0.000
1767	11.77333	1098.446	220.799	370.895	0.000	0.000	0.000	0.000	0.000	0.000
1768	11.78000	1097.693	220.702	374.800	0.000	0.000	0.000	0.000	0.000	0.000
1769	11.78667	1096.792	220.772	378.421	0.000	0.000	0.000	0.000	0.000	0.000
1770	11.79333	1095.739	221.176	381.904	0.000	0.000	0.000	0.000	0.000	0.000
1771	11.80000	1094.528	221.460	385.225	0.000	0.000	0.000	0.000	0.000	0.000
1772	11.80667	1093.225	221.943	388.113	0.000	0.000	0.000	0.000	0.000	0.000
1773	11.81333	1091.778	222.178	390.745	0.000	0.000	0.000	0.000	0.000	0.000
1774	11.82000	1090.176	222.779	393.181	0.000	0.000	0.000	0.000	0.000	0.000
1775	11.82667	1088.430	223.450	395.494	0.000	0.000	0.000	0.000	0.000	0.000
1776	11.83333	1086.492	223.887	397.320	0.000	0.000	0.000	0.000	0.000	0.000
1777	11.84000	1084.472	224.488	398.915	0.000	0.000	0.000	0.000	0.000	0.000
1778	11.84667	1082.318	225.082	400.091	0.000	0.000	0.000	0.000	0.000	0.000
1779	11.85333	1080.169	225.767	401.215	0.000	0.000	0.000	0.000	0.000	0.000
1780	11.86000	1077.742	226.399	401.795	0.000	0.000	0.000	0.000	0.000	0.000
1781	11.86667	1075.327	227.081	402.155	0.000	0.000	0.000	0.000	0.000	0.000
1782	11.87333	1072.865	227.717	402.211	0.000	0.000	0.000	0.000	0.000	0.000
1783	11.88000	1070.243	228.476	401.914	0.000	0.000	0.000	0.000	0.000	0.000
1784	11.88667	1067.553	229.181	401.244	0.000	0.000	0.000	0.000	0.000	0.000
1785	11.89333	1064.863	229.916	400.483	0.000	0.000	0.000	0.000	0.000	0.000
1786	11.90000	1062.128	230.581	399.431	0.000	0.000	0.000	0.000	0.000	0.000
1787	11.90667	1059.432	231.316	398.109	0.000	0.000	0.000	0.000	0.000	0.000
1788	11.91333	1056.522	231.908	396.434	0.000	0.000	0.000	0.000	0.000	0.000
1789	11.92000	1053.796	232.665	394.927	0.000	0.000	0.000	0.000	0.000	0.000
1790	11.92667	1050.801	233.381	392.829	0.000	0.000	0.000	0.000	0.000	0.000
1791	11.93333	1047.744	233.983	390.471	0.000	0.000	0.000	0.000	0.000	0.000
1792	11.94000	1044.691	234.791	387.972	0.000	0.000	0.000	0.000	0.000	0.000
